,season,daynum,teamA,scoreA,teamB,scoreB,wloc,numot,winner,loser,location
129256,2014,4,1195,55,1304,79,H,0,B,A,B
129257,2014,4,1324,61,1314,84,H,0,B,A,B
129258,2014,4,1323,74,1275,62,H,0,A,B,A
129259,2014,4,1328,82,1104,73,N,0,A,B,N
129260,2014,4,1329,117,1290,62,H,0,A,B,A
129261,2014,4,1207,75,1332,82,N,0,B,A,N
129262,2014,4,1305,78,1334,80,A,0,B,A,A
129263,2014,4,1366,55,1338,88,H,0,B,A,B
129264,2014,4,1413,83,1339,100,H,0,B,A,B
129265,2014,4,1130,78,1344,82,H,1,B,A,B
129266,2014,4,1297,76,1345,77,H,0,B,A,B
129267,2014,4,1348,97,1263,77,H,0,A,B,A
129268,2014,4,1174,69,1350,71,H,0,B,A,B
129269,2014,4,1197,84,1353,92,H,0,B,A,B
129270,2014,4,1410,73,1358,77,A,0,B,A,A
129271,2014,4,1355,70,1360,74,H,0,B,A,B
129272,2014,4,1415,41,1361,77,H,0,B,A,B
129273,2014,4,1395,61,1374,69,N,0,B,A,N
129274,2014,4,1375,74,1178,58,H,0,A,B,A
129275,2014,4,1379,67,1238,51,H,0,A,B,A
129276,2014,4,1383,66,1274,62,A,1,A,B,B
129277,2014,4,1369,64,1387,87,H,0,B,A,B
129278,2014,4,1388,83,1256,70,H,0,A,B,A
129279,2014,4,1390,72,1137,68,H,0,A,B,A
129280,2014,4,1392,71,1265,55,H,0,A,B,A
129281,2014,4,1393,82,1165,60,H,0,A,B,A
129282,2014,4,1400,76,1273,73,H,0,A,B,A
129283,2014,4,1138,58,1401,82,H,0,B,A,B
129284,2014,4,1223,61,1403,76,H,0,B,A,B
129285,2014,4,1406,72,1298,45,H,0,A,B,A
129286,2014,4,1408,75,1312,64,H,0,A,B,A
129287,2014,4,1313,83,1411,95,H,0,B,A,B
129288,2014,4,1417,72,1180,67,H,0,A,B,A
129289,2014,4,1422,82,1219,74,H,0,A,B,A
129290,2014,4,1424,67,1340,48,H,0,A,B,A
129291,2014,4,1425,65,1429,78,H,0,B,A,B
129292,2014,4,1237,66,1430,74,H,0,B,A,B
129293,2014,4,1433,96,1229,58,H,0,A,B,A
129294,2014,4,1434,77,1293,74,H,0,A,B,A
129295,2014,4,1437,75,1248,59,H,0,A,B,A
129296,2014,4,1438,61,1241,41,H,0,A,B,A
129297,2014,4,1440,82,1154,71,H,0,A,B,A
129298,2014,4,1308,64,1444,70,N,0,B,A,N
129299,2014,4,1159,78,1448,89,H,0,B,A,B
129300,2014,4,1167,56,1450,62,H,0,B,A,B
129301,2014,4,1291,62,1452,77,H,0,B,A,B
129302,2014,4,1458,86,1385,75,N,0,A,B,N
129303,2014,4,1404,60,1461,78,H,0,B,A,B
129304,2014,4,1205,59,1462,83,H,0,B,A,B
129305,2014,4,1464,73,1244,57,A,0,A,B,B
129306,2014,5,1119,84,1154,69,N,0,A,B,N
129307,2014,5,1139,89,1249,58,H,0,A,B,A
129308,2014,5,1156,73,1233,69,H,0,A,B,A
129309,2014,5,1162,73,1271,54,H,0,A,B,A
129310,2014,5,1286,55,1168,84,A,0,B,A,A
129311,2014,5,1173,81,1236,80,H,0,A,B,A
129312,2014,5,1212,58,1177,96,H,0,B,A,B
129313,2014,5,1179,61,1227,59,A,0,A,B,B
129314,2014,5,1101,75,1182,94,H,0,B,A,B
129315,2014,5,1244,60,1184,68,A,0,B,A,A
129316,2014,5,1357,54,1193,67,H,0,B,A,B
129317,2014,5,1136,76,1211,100,H,0,B,A,B
129318,2014,5,1444,68,1218,78,H,0,B,A,B
129319,2014,5,1442,63,1225,67,H,0,B,A,B
129320,2014,5,1232,82,1123,73,H,0,A,B,A
129321,2014,5,1389,80,1254,87,N,0,B,A,N
129322,2014,5,1158,48,1257,70,H,0,B,A,B
129323,2014,5,1355,89,1258,98,N,0,B,A,N
129324,2014,5,1247,90,1264,99,A,2,B,A,A
129325,2014,5,1105,52,1307,88,H,0,B,A,B
129326,2014,5,1398,55,1308,70,N,0,B,A,N
129327,2014,5,1319,74,1427,63,A,0,A,B,B
129328,2014,5,1321,72,1183,55,H,0,A,B,A
129329,2014,5,1320,64,1325,75,H,0,B,A,B
129330,2014,5,1288,50,1326,89,H,0,B,A,B
129331,2014,5,1336,74,1447,62,H,0,A,B,A
129332,2014,5,1216,77,1346,82,N,0,B,A,N
129333,2014,5,1366,66,1352,86,H,0,B,A,B
129334,2014,5,1360,70,1213,59,H,0,A,B,A
129335,2014,5,1367,64,1439,63,A,0,A,B,B
129336,2014,5,1371,83,1310,72,H,0,A,B,A
129337,2014,5,1376,82,1255,44,H,0,A,B,A
129338,2014,5,1378,72,1399,62,H,0,A,B,A
129339,2014,5,1382,68,1377,46,H,0,A,B,A
129340,2014,5,1436,64,1386,74,A,0,B,A,A
129341,2014,5,1335,73,1396,78,A,0,B,A,A
129342,2014,5,1440,71,1102,63,H,0,A,B,A
129343,2014,5,1463,93,1148,77,N,0,A,B,N
129344,2014,5,1464,74,1198,72,N,1,A,B,N
129345,2014,6,1318,69,1131,72,N,0,B,A,N
129346,2014,6,1106,59,1133,85,H,0,B,A,B
129347,2014,6,1135,74,1127,57,H,0,A,B,A
129348,2014,6,1174,93,1149,95,A,0,B,A,A
129349,2014,6,1160,91,1404,65,H,0,A,B,A
129350,2014,6,1164,78,1333,73,A,0,A,B,B
129351,2014,6,1265,48,1189,75,A,0,B,A,A
129352,2014,6,1244,58,1198,66,A,0,B,A,A
129353,2014,6,1221,72,1217,82,N,0,B,A,N
129354,2014,6,1192,58,1220,80,H,0,B,A,B
129355,2014,6,1228,86,1240,62,H,0,A,B,A
129356,2014,6,1303,75,1234,83,H,0,B,A,B
129357,2014,6,1235,95,1423,62,H,0,A,B,A
129358,2014,6,1246,93,1297,63,H,0,A,B,A
129359,2014,6,1165,89,1259,93,A,1,B,A,A
129360,2014,6,1130,73,1269,86,N,0,B,A,N
129361,2014,6,1380,75,1292,78,H,0,B,A,B
129362,2014,6,1391,49,1323,80,H,0,B,A,B
129363,2014,6,1409,68,1331,74,A,0,B,A,A
129364,2014,6,1197,50,1343,67,H,0,B,A,B
129365,2014,6,1449,88,1370,78,H,0,A,B,A
129366,2014,6,1184,67,1464,75,N,0,B,A,N
129367,2014,7,1112,91,1253,57,H,0,A,B,A
129368,2014,7,1117,65,1238,61,A,0,A,B,B
129369,2014,7,1140,112,1390,103,A,0,A,B,B
129370,2014,7,1145,71,1377,66,H,0,A,B,A
129371,2014,7,1463,62,1163,80,H,0,B,A,B
129372,2014,7,1282,70,1166,96,H,0,B,A,B
129373,2014,7,1175,50,1210,68,H,0,B,A,B
129374,2014,7,1161,61,1211,93,H,0,B,A,B
129375,2014,7,1410,65,1222,77,A,0,B,A,A
129376,2014,7,1245,81,1396,77,A,0,A,B,B
129377,2014,7,1274,81,1204,80,H,1,A,B,A
129378,2014,7,1218,88,1308,95,A,0,B,A,A
129379,2014,7,1114,70,1316,72,A,0,B,A,A
129380,2014,7,1328,95,1317,82,H,0,A,B,A
129381,2014,7,1347,89,1151,78,H,0,A,B,A
129382,2014,7,1125,61,1350,69,H,0,B,A,B
129383,2014,7,1348,58,1374,89,H,0,B,A,B
129384,2014,7,1101,47,1382,75,H,0,B,A,B
129385,2014,7,1194,57,1383,59,A,0,B,A,A
129386,2014,7,1384,60,1298,57,H,0,A,B,A
129387,2014,7,1103,63,1388,85,H,0,B,A,B
129388,2014,7,1290,67,1401,91,H,0,B,A,B
129389,2014,7,1403,88,1319,68,H,0,A,B,A
129390,2014,7,1412,79,1353,76,H,0,A,B,A
129391,2014,7,1430,78,1299,71,H,0,A,B,A
129392,2014,7,1421,67,1441,74,H,0,B,A,B
129393,2014,7,1398,52,1444,63,N,0,B,A,N
129394,2014,7,1172,77,1454,81,A,0,B,A,A
129395,2014,7,1443,49,1455,66,H,0,B,A,B
129396,2014,8,1107,71,1312,65,H,0,A,B,A
129397,2014,8,1275,54,1113,90,H,0,B,A,B
129398,2014,8,1376,64,1124,66,H,0,B,A,B
129399,2014,8,1133,80,1141,70,H,0,A,B,A
129400,2014,8,1176,50,1143,77,H,0,B,A,B
129401,2014,8,1144,73,1111,66,A,0,A,B,B
129402,2014,8,1240,75,1152,79,H,0,B,A,B
129403,2014,8,1153,68,1301,57,H,0,A,B,A
129404,2014,8,1154,82,1342,68,H,0,A,B,A
129405,2014,8,1158,83,1150,82,H,0,A,B,A
129406,2014,8,1229,70,1180,78,A,0,B,A,A
129407,2014,8,1422,84,1187,85,A,0,B,A,A
129408,2014,8,1191,84,1237,78,A,0,A,B,B
129409,2014,8,1195,65,1216,51,H,0,A,B,A
129410,2014,8,1202,75,1205,64,H,0,A,B,A
129411,2014,8,1203,108,1263,81,H,0,A,B,A
129412,2014,8,1206,68,1249,54,A,0,A,B,B
129413,2014,8,1389,59,1214,64,A,0,B,A,A
129414,2014,8,1254,72,1231,73,H,0,B,A,B
129415,2014,8,1394,50,1235,80,H,0,B,A,B
129416,2014,8,1242,94,1181,83,N,0,A,B,N
129417,2014,8,1247,73,1346,67,H,0,A,B,A
129418,2014,8,1351,78,1250,92,H,0,B,A,B
129419,2014,8,1255,82,1395,79,A,0,A,B,B
129420,2014,8,1220,69,1257,97,H,0,B,A,B
129421,2014,8,1162,70,1264,71,A,0,B,A,A
129422,2014,8,1212,71,1266,114,H,0,B,A,B
129423,2014,8,1269,92,1261,90,H,0,A,B,A
129424,2014,8,1276,93,1354,59,H,0,A,B,A
129425,2014,8,1277,78,1246,74,N,0,A,B,N
129426,2014,8,1278,84,1285,58,H,0,A,B,A
129427,2014,8,1356,59,1281,72,H,0,B,A,B
129428,2014,8,1287,71,1190,63,A,0,A,B,B
129429,2014,8,1304,62,1442,47,H,0,A,B,A
129430,2014,8,1305,60,1142,58,A,0,A,B,B
129431,2014,8,1325,69,1326,79,H,0,B,A,B
129432,2014,8,1329,93,1430,40,H,0,A,B,A
129433,2014,8,1414,79,1334,84,H,0,B,A,B
129434,2014,8,1284,73,1335,79,A,0,B,A,A
129435,2014,8,1201,54,1338,75,H,0,B,A,B
129436,2014,8,1352,90,1248,81,A,0,A,B,B
129437,2014,8,1424,65,1364,86,A,0,B,A,A
129438,2014,8,1363,77,1365,89,H,0,B,A,B
129439,2014,8,1349,62,1368,63,A,0,B,A,A
129440,2014,8,1372,64,1402,57,A,0,A,B,B
129441,2014,8,1126,65,1378,91,H,0,B,A,B
129442,2014,8,1200,74,1393,89,H,0,B,A,B
129443,2014,8,1399,74,1260,69,H,0,A,B,A
129444,2014,8,1400,84,1375,77,H,0,A,B,A
129445,2014,8,1406,95,1288,75,H,0,A,B,A
129446,2014,8,1324,60,1417,91,H,0,B,A,B
129447,2014,8,1270,66,1418,92,H,0,B,A,B
129448,2014,8,1425,95,1169,79,H,0,A,B,A
129449,2014,8,1426,88,1359,75,H,0,A,B,A
129450,2014,8,1429,90,1381,57,H,0,A,B,A
129451,2014,8,1438,56,1433,59,A,0,B,A,A
129452,2014,8,1435,86,1209,80,H,0,A,B,A
129453,2014,8,1436,77,1373,66,H,0,A,B,A
129454,2014,8,1452,82,1439,87,H,0,B,A,B
129455,2014,8,1440,71,1448,98,H,0,B,A,B
129456,2014,8,1456,84,1251,72,H,0,A,B,A
129457,2014,8,1196,53,1458,59,H,0,B,A,B
129458,2014,8,1462,67,1397,63,H,0,A,B,A
129459,2014,9,1404,62,1117,72,H,0,B,A,B
129460,2014,9,1127,89,1165,79,A,0,A,B,B
129461,2014,9,1131,91,1262,65,H,0,A,B,A
129462,2014,9,1136,87,1171,77,A,0,A,B,B
129463,2014,9,1336,80,1137,90,A,0,B,A,A
129464,2014,9,1175,37,1155,58,H,0,B,A,B
129465,2014,9,1160,63,1461,58,H,0,A,B,A
129466,2014,9,1170,66,1167,74,H,0,B,A,B
129467,2014,9,1173,70,1384,56,H,0,A,B,A
129468,2014,9,1416,68,1199,80,A,0,B,A,A
129469,2014,9,1460,70,1207,88,H,0,B,A,B
129470,2014,9,1216,63,1193,53,A,0,A,B,B
129471,2014,9,1357,118,1221,122,H,2,B,A,B
129472,2014,9,1228,64,1434,52,H,0,A,B,A
129473,2014,9,1243,71,1331,63,H,0,A,B,A
129474,2014,9,1101,44,1268,67,H,0,B,A,B
129475,2014,9,1316,70,1292,77,H,0,B,A,B
129476,2014,9,1282,71,1303,101,H,0,B,A,B
129477,2014,9,1182,81,1306,84,A,0,B,A,A
129478,2014,9,1310,92,1138,81,H,0,A,B,A
129479,2014,9,1225,65,1328,85,H,0,B,A,B
129480,2014,9,1330,77,1224,57,H,0,A,B,A
129481,2014,9,1332,107,1441,83,H,0,A,B,A
129482,2014,9,1333,79,1339,73,H,0,A,B,A
129483,2014,9,1337,69,1415,66,A,0,A,B,B
129484,2014,9,1135,69,1344,73,H,0,B,A,B
129485,2014,9,1345,109,1148,73,H,0,A,B,A
129486,2014,9,1156,82,1362,91,H,0,B,A,B
129487,2014,9,1370,75,1168,71,H,0,A,B,A
129488,2014,9,1371,78,1245,76,H,0,A,B,A
129489,2014,9,1379,75,1177,68,A,0,A,B,B
129490,2014,9,1265,62,1386,81,H,0,B,A,B
129491,2014,9,1387,82,1188,58,A,0,A,B,B
129492,2014,9,1392,73,1318,66,H,0,A,B,A
129493,2014,9,1380,73,1408,79,A,0,B,A,A
129494,2014,9,1423,80,1149,78,A,1,A,B,B
129495,2014,9,1437,90,1291,59,H,0,A,B,A
129496,2014,9,1367,74,1457,82,H,0,B,A,B
129497,2014,10,1104,76,1403,64,H,0,A,B,A
129498,2014,10,1420,61,1110,63,H,1,B,A,B
129499,2014,10,1361,60,1112,69,A,0,B,A,A
129500,2014,10,1232,95,1125,96,H,0,B,A,B
129501,2014,10,1178,55,1163,101,H,0,B,A,B
129502,2014,10,1352,64,1185,69,H,0,B,A,B
129503,2014,10,1391,60,1197,63,H,0,B,A,B
129504,2014,10,1427,62,1222,80,H,0,B,A,B
129505,2014,10,1271,63,1234,109,H,0,B,A,B
129506,2014,10,1102,82,1238,84,A,0,B,A,A
129507,2014,10,1253,73,1258,74,A,0,B,A,A
129508,2014,10,1122,69,1272,95,H,0,B,A,B
129509,2014,10,1274,84,1411,69,H,0,A,B,A
129510,2014,10,1244,55,1280,78,H,0,B,A,B
129511,2014,10,1285,77,1355,69,A,0,A,B,B
129512,2014,10,1317,92,1311,78,H,0,A,B,A
129513,2014,10,1353,72,1463,71,H,0,A,B,A
129514,2014,10,1341,103,1358,108,A,2,B,A,A
129515,2014,10,1288,61,1360,68,A,0,B,A,A
129516,2014,10,1295,65,1388,78,H,0,B,A,B
129517,2014,10,1390,71,1321,58,H,0,A,B,A
129518,2014,10,1405,95,1130,92,A,0,A,B,B
129519,2014,10,1406,75,1396,69,H,0,A,B,A
129520,2014,10,1412,81,1407,69,H,0,A,B,A
129521,2014,10,1414,86,1449,72,A,0,A,B,B
129522,2014,10,1455,79,1456,62,H,0,A,B,A
129523,2014,11,1226,60,1113,88,H,0,B,A,B
129524,2014,11,1116,76,1418,63,H,0,A,B,A
129525,2014,11,1152,64,1133,77,H,0,B,A,B
129526,2014,11,1140,108,1291,76,H,0,A,B,A
129527,2014,11,1143,64,1324,60,H,0,A,B,A
129528,2014,11,1150,83,1189,69,H,0,A,B,A
129529,2014,11,1426,73,1156,83,A,0,B,A,A
129530,2014,11,1181,97,1194,64,H,0,A,B,A
129531,2014,11,1195,70,1202,69,A,0,A,B,B
129532,2014,11,1200,80,1250,72,H,0,A,B,A
129533,2014,11,1210,80,1208,71,A,0,A,B,B
129534,2014,11,1192,60,1216,74,H,0,B,A,B
129535,2014,11,1224,44,1217,76,H,0,B,A,B
129536,2014,11,1231,105,1359,59,H,0,A,B,A
129537,2014,11,1241,60,1296,55,A,0,A,B,B
129538,2014,11,1165,54,1257,99,H,0,B,A,B
129539,2014,11,1162,53,1277,62,H,0,B,A,B
129540,2014,11,1362,90,1305,92,A,0,B,A,A
129541,2014,11,1308,86,1431,73,H,0,A,B,A
129542,2014,11,1312,89,1119,85,A,0,A,B,B
129543,2014,11,1221,54,1314,62,H,0,B,A,B
129544,2014,11,1120,92,1322,111,A,0,B,A,A
129545,2014,11,1115,63,1329,97,H,0,B,A,B
129546,2014,11,1330,70,1293,60,H,0,A,B,A
129547,2014,11,1348,72,1299,59,H,0,A,B,A
129548,2014,11,1132,61,1378,75,A,0,B,A,A
129549,2014,11,1447,57,1385,73,H,0,B,A,B
129550,2014,11,1236,71,1394,72,H,0,B,A,B
129551,2014,11,1372,62,1400,72,H,0,B,A,B
129552,2014,11,1401,68,1349,65,H,0,A,B,A
129553,2014,11,1399,78,1410,81,N,0,B,A,N
129554,2014,11,1158,58,1421,67,A,1,B,A,A
129555,2014,11,1424,73,1303,70,H,0,A,B,A
129556,2014,11,1425,67,1319,63,H,0,A,B,A
129557,2014,11,1428,94,1413,60,H,0,A,B,A
129558,2014,11,1252,69,1435,80,H,0,B,A,B
129559,2014,11,1441,61,1439,79,H,0,B,A,B
129560,2014,11,1448,69,1342,48,H,0,A,B,A
129561,2014,11,1454,64,1363,61,N,0,A,B,N
129562,2014,11,1462,79,1287,56,H,0,A,B,A
129563,2014,12,1106,84,1240,73,A,0,A,B,B
129564,2014,12,1357,73,1135,85,A,0,B,A,A
129565,2014,12,1136,87,1436,64,H,0,A,B,A
129566,2014,12,1137,72,1384,50,H,0,A,B,A
129567,2014,12,1139,70,1343,67,H,0,A,B,A
129568,2014,12,1153,77,1111,49,H,0,A,B,A
129569,2014,12,1238,70,1160,94,H,0,B,A,B
129570,2014,12,1451,67,1161,88,H,0,B,A,B
129571,2014,12,1386,79,1166,83,A,0,B,A,A
129572,2014,12,1168,86,1365,73,H,0,A,B,A
129573,2014,12,1171,77,1262,59,H,0,A,B,A
129574,2014,12,1173,78,1383,58,H,0,A,B,A
129575,2014,12,1460,72,1177,81,H,0,B,A,B
129576,2014,12,1183,86,1227,66,A,0,A,B,B
129577,2014,12,1184,74,1219,67,H,0,A,B,A
129578,2014,12,1188,100,1146,93,H,0,A,B,A
129579,2014,12,1114,56,1196,86,H,0,B,A,B
129580,2014,12,1198,70,1411,68,H,0,A,B,A
129581,2014,12,1169,64,1201,80,H,0,B,A,B
129582,2014,12,1264,74,1203,80,A,0,B,A,A
129583,2014,12,1239,78,1205,87,H,0,B,A,B
129584,2014,12,1206,76,1320,70,H,0,A,B,A
129585,2014,12,1459,55,1233,76,H,0,B,A,B
129586,2014,12,1410,60,1236,66,N,0,B,A,N
129587,2014,12,1247,78,1373,74,H,0,A,B,A
129588,2014,12,1193,52,1259,59,H,0,B,A,B
129589,2014,12,1322,74,1261,88,H,0,B,A,B
129590,2014,12,1273,77,1371,74,H,2,A,B,A
129591,2014,12,1350,59,1278,74,A,0,B,A,A
129592,2014,12,1157,70,1279,72,A,0,B,A,A
129593,2014,12,1281,92,1218,80,N,0,A,B,N
129594,2014,12,1283,96,1409,93,H,0,A,B,A
129595,2014,12,1292,80,1103,73,H,0,A,B,A
129596,2014,12,1296,60,1363,59,H,0,A,B,A
129597,2014,12,1298,68,1127,50,A,0,A,B,B
129598,2014,12,1144,66,1301,81,H,0,B,A,B
129599,2014,12,1318,83,1148,69,H,0,A,B,A
129600,2014,12,1266,35,1326,52,A,0,B,A,A
129601,2014,12,1402,65,1331,82,H,0,B,A,B
129602,2014,12,1336,83,1335,71,A,0,A,B,B
129603,2014,12,1141,71,1337,88,A,0,B,A,A
129604,2014,12,1344,93,1265,48,H,0,A,B,A
129605,2014,12,1346,79,1107,69,H,0,A,B,A
129606,2014,12,1297,44,1360,75,A,0,B,A,A
129607,2014,12,1369,76,1237,68,A,0,A,B,B
129608,2014,12,1380,87,1316,78,A,0,A,B,B
129609,2014,12,1145,64,1382,86,H,0,B,A,B
129610,2014,12,1387,76,1356,67,A,0,A,B,B
129611,2014,12,1179,63,1388,67,H,0,B,A,B
129612,2014,12,1393,69,1159,50,H,0,A,B,A
129613,2014,12,1367,65,1397,74,H,0,B,A,B
129614,2014,12,1399,62,1394,60,A,0,A,B,B
129615,2014,12,1408,65,1260,59,H,0,A,B,A
129616,2014,12,1286,67,1415,72,H,0,B,A,B
129617,2014,12,1364,64,1429,71,A,0,B,A,A
129618,2014,12,1457,71,1433,92,H,0,B,A,B
129619,2014,12,1438,70,1172,57,N,0,A,B,N
129620,2014,12,1441,68,1251,63,A,0,A,B,B
129621,2014,12,1190,50,1443,57,H,0,B,A,B
129622,2014,12,1450,84,1249,64,H,0,A,B,A
129623,2014,12,1241,66,1454,77,N,0,B,A,N
129624,2014,12,1455,85,1398,71,H,0,A,B,A
129625,2014,12,1453,66,1458,69,A,0,B,A,A
129626,2014,12,1461,85,1117,64,H,0,A,B,A
129627,2014,13,1102,67,1115,64,H,0,A,B,A
129628,2014,13,1124,87,1418,68,H,0,A,B,A
129629,2014,13,1314,80,1125,83,A,0,B,A,A
129630,2014,13,1194,79,1130,82,H,0,B,A,B
129631,2014,13,1155,71,1376,57,H,0,A,B,A
129632,2014,13,1163,77,1131,60,H,0,A,B,A
129633,2014,13,1214,79,1174,90,A,0,B,A,A
129634,2014,13,1404,61,1199,89,H,0,B,A,B
129635,2014,13,1324,67,1211,82,H,0,B,A,B
129636,2014,13,1250,66,1222,80,H,0,B,A,B
129637,2014,13,1228,81,1133,55,H,0,A,B,A
129638,2014,13,1229,68,1321,64,A,0,A,B,B
129639,2014,13,1392,74,1231,90,H,0,B,A,B
129640,2014,13,1323,70,1232,83,A,0,B,A,A
129641,2014,13,1234,103,1101,41,H,0,A,B,A
129642,2014,13,1276,70,1235,77,H,0,B,A,B
129643,2014,13,1399,66,1236,69,N,0,B,A,N
129644,2014,13,1363,66,1241,79,N,0,B,A,N
129645,2014,13,1253,58,1243,71,H,0,B,A,B
129646,2014,13,1245,75,1389,58,H,0,A,B,A
129647,2014,13,1352,49,1246,87,H,0,B,A,B
129648,2014,13,1258,90,1319,78,H,0,A,B,A
129649,2014,13,1464,69,1269,85,H,0,B,A,B
129650,2014,13,1287,102,1267,94,H,1,A,B,A
129651,2014,13,1304,83,1354,57,H,0,A,B,A
129652,2014,13,1149,93,1307,109,H,0,B,A,B
129653,2014,13,1306,63,1312,71,A,0,B,A,A
129654,2014,13,1325,76,1434,72,H,0,A,B,A
129655,2014,13,1333,90,1268,83,A,0,A,B,B
129656,2014,13,1442,52,1334,66,H,0,B,A,B
129657,2014,13,1338,84,1224,52,H,0,A,B,A
129658,2014,13,1351,77,1345,81,H,0,B,A,B
129659,2014,13,1176,57,1390,66,A,0,B,A,A
129660,2014,13,1394,72,1410,61,H,0,A,B,A
129661,2014,13,1126,63,1416,83,H,0,B,A,B
129662,2014,13,1420,90,1291,84,H,1,A,B,A
129663,2014,13,1406,44,1437,78,H,0,B,A,B
129664,2014,13,1105,69,1444,73,H,0,B,A,B
129665,2014,13,1449,92,1186,80,H,0,A,B,A
129666,2014,13,1452,96,1182,83,H,0,A,B,A
129667,2014,13,1454,82,1296,69,A,0,A,B,B
129668,2014,14,1106,79,1152,75,H,0,A,B,A
129669,2014,14,1192,50,1112,100,H,0,B,A,B
129670,2014,14,1116,89,1374,78,H,0,A,B,A
129671,2014,14,1369,83,1123,87,H,0,B,A,B
129672,2014,14,1381,47,1143,75,H,0,B,A,B
129673,2014,14,1160,93,1117,70,H,0,A,B,A
129674,2014,14,1167,74,1305,66,H,0,A,B,A
129675,2014,14,1189,64,1180,71,N,0,B,A,N
129676,2014,14,1181,91,1421,55,H,0,A,B,A
129677,2014,14,1156,69,1185,81,H,0,B,A,B
129678,2014,14,1187,76,1313,74,N,0,A,B,N
129679,2014,14,1191,89,1273,76,H,0,A,B,A
129680,2014,14,1196,67,1380,53,H,0,A,B,A
129681,2014,14,1198,75,1391,66,H,0,A,B,A
129682,2014,14,1209,96,1270,70,N,0,A,B,N
129683,2014,14,1226,93,1362,90,A,1,A,B,B
129684,2014,14,1252,75,1398,70,A,0,A,B,B
129685,2014,14,1274,70,1158,54,A,0,A,B,B
129686,2014,14,1339,67,1277,82,H,0,B,A,B
129687,2014,14,1292,76,1114,59,H,0,A,B,A
129688,2014,14,1144,43,1300,62,A,0,B,A,A
129689,2014,14,1366,63,1316,66,H,0,B,A,B
129690,2014,14,1436,49,1344,70,H,0,B,A,B
129691,2014,14,1353,66,1145,51,H,0,A,B,A
129692,2014,14,1284,66,1371,82,H,0,B,A,B
129693,2014,14,1295,69,1379,70,A,0,B,A,A
129694,2014,14,1393,56,1383,50,H,0,A,B,A
129695,2014,14,1154,60,1397,86,H,0,B,A,B
129696,2014,14,1223,61,1400,89,H,0,B,A,B
129697,2014,14,1411,71,1403,80,H,0,B,A,B
129698,2014,14,1405,79,1197,69,H,0,A,B,A
129699,2014,14,1417,86,1170,50,H,0,A,B,A
129700,2014,14,1419,86,1359,52,H,0,A,B,A
