,season,daynum,teamA,scoreA,teamB,scoreB,wloc,numot,winner,loser,location
129436,2014,8,1352,90,1248,81,A,0,A,B,B
129437,2014,8,1424,65,1364,86,A,0,B,A,A
129438,2014,8,1365,89,1363,77,H,0,A,B,A
129439,2014,8,1368,63,1349,62,A,0,A,B,B
129440,2014,8,1402,57,1372,64,A,0,B,A,A
129441,2014,8,1126,65,1378,91,H,0,B,A,B
129442,2014,8,1393,89,1200,74,H,0,A,B,A
129443,2014,8,1260,69,1399,74,H,0,B,A,B
129444,2014,8,1400,84,1375,77,H,0,A,B,A
129445,2014,8,1406,95,1288,75,H,0,A,B,A
129446,2014,8,1324,60,1417,91,H,0,B,A,B
129447,2014,8,1418,92,1270,66,H,0,A,B,A
129448,2014,8,1425,95,1169,79,H,0,A,B,A
129449,2014,8,1359,75,1426,88,H,0,B,A,B
129450,2014,8,1429,90,1381,57,H,0,A,B,A
129451,2014,8,1438,56,1433,59,A,0,B,A,A
129452,2014,8,1209,80,1435,86,H,0,B,A,B
129453,2014,8,1373,66,1436,77,H,0,B,A,B
129454,2014,8,1439,87,1452,82,H,0,A,B,A
129455,2014,8,1448,98,1440,71,H,0,A,B,A
129456,2014,8,1456,84,1251,72,H,0,A,B,A
129457,2014,8,1458,59,1196,53,H,0,A,B,A
129458,2014,8,1462,67,1397,63,H,0,A,B,A
129459,2014,9,1404,62,1117,72,H,0,B,A,B
129460,2014,9,1127,89,1165,79,A,0,A,B,B
129461,2014,9,1131,91,1262,65,H,0,A,B,A
129462,2014,9,1171,77,1136,87,A,0,B,A,A
129463,2014,9,1137,90,1336,80,A,0,A,B,B
129464,2014,9,1155,58,1175,37,H,0,A,B,A
129465,2014,9,1461,58,1160,63,H,0,B,A,B
129466,2014,9,1167,74,1170,66,H,0,A,B,A
129467,2014,9,1173,70,1384,56,H,0,A,B,A
129468,2014,9,1199,80,1416,68,A,0,A,B,B
129469,2014,9,1207,88,1460,70,H,0,A,B,A
129470,2014,9,1193,53,1216,63,A,0,B,A,A
129471,2014,9,1221,122,1357,118,H,2,A,B,A
129472,2014,9,1434,52,1228,64,H,0,B,A,B
129473,2014,9,1243,71,1331,63,H,0,A,B,A
129474,2014,9,1268,67,1101,44,H,0,A,B,A
129475,2014,9,1292,77,1316,70,H,0,A,B,A
129476,2014,9,1303,101,1282,71,H,0,A,B,A
129477,2014,9,1306,84,1182,81,A,0,A,B,B
129478,2014,9,1138,81,1310,92,H,0,B,A,B
129479,2014,9,1328,85,1225,65,H,0,A,B,A
129480,2014,9,1330,77,1224,57,H,0,A,B,A
129481,2014,9,1441,83,1332,107,H,0,B,A,B
129482,2014,9,1339,73,1333,79,H,0,B,A,B
129483,2014,9,1415,66,1337,69,A,0,B,A,A
129484,2014,9,1344,73,1135,69,H,0,A,B,A
129485,2014,9,1345,109,1148,73,H,0,A,B,A
129486,2014,9,1156,82,1362,91,H,0,B,A,B
129487,2014,9,1370,75,1168,71,H,0,A,B,A
129488,2014,9,1245,76,1371,78,H,0,B,A,B
129489,2014,9,1379,75,1177,68,A,0,A,B,B
129490,2014,9,1265,62,1386,81,H,0,B,A,B
129491,2014,9,1188,58,1387,82,A,0,B,A,A
129492,2014,9,1392,73,1318,66,H,0,A,B,A
129493,2014,9,1380,73,1408,79,A,0,B,A,A
129494,2014,9,1423,80,1149,78,A,1,A,B,B
129495,2014,9,1291,59,1437,90,H,0,B,A,B
129496,2014,9,1367,74,1457,82,H,0,B,A,B
129497,2014,10,1104,76,1403,64,H,0,A,B,A
129498,2014,10,1420,61,1110,63,H,1,B,A,B
129499,2014,10,1361,60,1112,69,A,0,B,A,A
129500,2014,10,1232,95,1125,96,H,0,B,A,B
129501,2014,10,1178,55,1163,101,H,0,B,A,B
129502,2014,10,1352,64,1185,69,H,0,B,A,B
129503,2014,10,1391,60,1197,63,H,0,B,A,B
129504,2014,10,1222,80,1427,62,H,0,A,B,A
129505,2014,10,1234,109,1271,63,H,0,A,B,A
129506,2014,10,1102,82,1238,84,A,0,B,A,A
129507,2014,10,1258,74,1253,73,A,0,A,B,B
129508,2014,10,1122,69,1272,95,H,0,B,A,B
129509,2014,10,1411,69,1274,84,H,0,B,A,B
129510,2014,10,1244,55,1280,78,H,0,B,A,B
129511,2014,10,1285,77,1355,69,A,0,A,B,B
129512,2014,10,1311,78,1317,92,H,0,B,A,B
129513,2014,10,1353,72,1463,71,H,0,A,B,A
129514,2014,10,1358,108,1341,103,A,2,A,B,B
129515,2014,10,1288,61,1360,68,A,0,B,A,A
129516,2014,10,1388,78,1295,65,H,0,A,B,A
129517,2014,10,1321,58,1390,71,H,0,B,A,B
129518,2014,10,1130,92,1405,95,A,0,B,A,A
129519,2014,10,1396,69,1406,75,H,0,B,A,B
129520,2014,10,1407,69,1412,81,H,0,B,A,B
129521,2014,10,1414,86,1449,72,A,0,A,B,B
129522,2014,10,1456,62,1455,79,H,0,B,A,B
129523,2014,11,1226,60,1113,88,H,0,B,A,B
129524,2014,11,1116,76,1418,63,H,0,A,B,A
129525,2014,11,1152,64,1133,77,H,0,B,A,B
129526,2014,11,1140,108,1291,76,H,0,A,B,A
129527,2014,11,1324,60,1143,64,H,0,B,A,B
129528,2014,11,1189,69,1150,83,H,0,B,A,B
129529,2014,11,1156,83,1426,73,A,0,A,B,B
129530,2014,11,1194,64,1181,97,H,0,B,A,B
129531,2014,11,1195,70,1202,69,A,0,A,B,B
129532,2014,11,1200,80,1250,72,H,0,A,B,A
129533,2014,11,1208,71,1210,80,A,0,B,A,A
129534,2014,11,1192,60,1216,74,H,0,B,A,B
129535,2014,11,1217,76,1224,44,H,0,A,B,A
129536,2014,11,1231,105,1359,59,H,0,A,B,A
129537,2014,11,1296,55,1241,60,A,0,B,A,A
129538,2014,11,1165,54,1257,99,H,0,B,A,B
129539,2014,11,1162,53,1277,62,H,0,B,A,B
129540,2014,11,1362,90,1305,92,A,0,B,A,A
129541,2014,11,1431,73,1308,86,H,0,B,A,B
129542,2014,11,1119,85,1312,89,A,0,B,A,A
129543,2014,11,1221,54,1314,62,H,0,B,A,B
129544,2014,11,1120,92,1322,111,A,0,B,A,A
129545,2014,11,1329,97,1115,63,H,0,A,B,A
129546,2014,11,1293,60,1330,70,H,0,B,A,B
129547,2014,11,1348,72,1299,59,H,0,A,B,A
129548,2014,11,1378,75,1132,61,A,0,A,B,B
129549,2014,11,1447,57,1385,73,H,0,B,A,B
129550,2014,11,1236,71,1394,72,H,0,B,A,B
129551,2014,11,1372,62,1400,72,H,0,B,A,B
129552,2014,11,1349,65,1401,68,H,0,B,A,B
129553,2014,11,1410,81,1399,78,N,0,A,B,N
129554,2014,11,1158,58,1421,67,A,1,B,A,A
129555,2014,11,1424,73,1303,70,H,0,A,B,A
129556,2014,11,1425,67,1319,63,H,0,A,B,A
129557,2014,11,1413,60,1428,94,H,0,B,A,B
129558,2014,11,1435,80,1252,69,H,0,A,B,A
129559,2014,11,1441,61,1439,79,H,0,B,A,B
129560,2014,11,1448,69,1342,48,H,0,A,B,A
129561,2014,11,1454,64,1363,61,N,0,A,B,N
129562,2014,11,1287,56,1462,79,H,0,B,A,B
129563,2014,12,1106,84,1240,73,A,0,A,B,B
129564,2014,12,1357,73,1135,85,A,0,B,A,A
129565,2014,12,1136,87,1436,64,H,0,A,B,A
129566,2014,12,1384,50,1137,72,H,0,B,A,B
129567,2014,12,1139,70,1343,67,H,0,A,B,A
129568,2014,12,1111,49,1153,77,H,0,B,A,B
129569,2014,12,1160,94,1238,70,H,0,A,B,A
129570,2014,12,1161,88,1451,67,H,0,A,B,A
129571,2014,12,1166,83,1386,79,A,0,A,B,B
129572,2014,12,1365,73,1168,86,H,0,B,A,B
129573,2014,12,1262,59,1171,77,H,0,B,A,B
129574,2014,12,1173,78,1383,58,H,0,A,B,A
129575,2014,12,1177,81,1460,72,H,0,A,B,A
129576,2014,12,1227,66,1183,86,A,0,B,A,A
129577,2014,12,1219,67,1184,74,H,0,B,A,B
129578,2014,12,1146,93,1188,100,H,0,B,A,B
129579,2014,12,1114,56,1196,86,H,0,B,A,B
129580,2014,12,1198,70,1411,68,H,0,A,B,A
129581,2014,12,1169,64,1201,80,H,0,B,A,B
129582,2014,12,1203,80,1264,74,A,0,A,B,B
129583,2014,12,1239,78,1205,87,H,0,B,A,B
129584,2014,12,1206,76,1320,70,H,0,A,B,A
129585,2014,12,1459,55,1233,76,H,0,B,A,B
129586,2014,12,1236,66,1410,60,N,0,A,B,N
129587,2014,12,1373,74,1247,78,H,0,B,A,B
129588,2014,12,1259,59,1193,52,H,0,A,B,A
129589,2014,12,1322,74,1261,88,H,0,B,A,B
129590,2014,12,1371,74,1273,77,H,2,B,A,B
129591,2014,12,1278,74,1350,59,A,0,A,B,B
129592,2014,12,1157,70,1279,72,A,0,B,A,A
129593,2014,12,1281,92,1218,80,N,0,A,B,N
129594,2014,12,1283,96,1409,93,H,0,A,B,A
129595,2014,12,1292,80,1103,73,H,0,A,B,A
129596,2014,12,1296,60,1363,59,H,0,A,B,A
129597,2014,12,1298,68,1127,50,A,0,A,B,B
129598,2014,12,1144,66,1301,81,H,0,B,A,B
129599,2014,12,1148,69,1318,83,H,0,B,A,B
129600,2014,12,1326,52,1266,35,A,0,A,B,B
129601,2014,12,1402,65,1331,82,H,0,B,A,B
129602,2014,12,1336,83,1335,71,A,0,A,B,B
129603,2014,12,1141,71,1337,88,A,0,B,A,A
129604,2014,12,1265,48,1344,93,H,0,B,A,B
129605,2014,12,1107,69,1346,79,H,0,B,A,B
129606,2014,12,1297,44,1360,75,A,0,B,A,A
129607,2014,12,1237,68,1369,76,A,0,B,A,A
129608,2014,12,1380,87,1316,78,A,0,A,B,B
129609,2014,12,1145,64,1382,86,H,0,B,A,B
129610,2014,12,1356,67,1387,76,A,0,B,A,A
129611,2014,12,1388,67,1179,63,H,0,A,B,A
129612,2014,12,1159,50,1393,69,H,0,B,A,B
129613,2014,12,1367,65,1397,74,H,0,B,A,B
129614,2014,12,1399,62,1394,60,A,0,A,B,B
129615,2014,12,1408,65,1260,59,H,0,A,B,A
129616,2014,12,1415,72,1286,67,H,0,A,B,A
129617,2014,12,1364,64,1429,71,A,0,B,A,A
129618,2014,12,1433,92,1457,71,H,0,A,B,A
129619,2014,12,1438,70,1172,57,N,0,A,B,N
129620,2014,12,1251,63,1441,68,A,0,B,A,A
129621,2014,12,1190,50,1443,57,H,0,B,A,B
129622,2014,12,1450,84,1249,64,H,0,A,B,A
129623,2014,12,1241,66,1454,77,N,0,B,A,N
129624,2014,12,1455,85,1398,71,H,0,A,B,A
129625,2014,12,1458,69,1453,66,A,0,A,B,B
129626,2014,12,1461,85,1117,64,H,0,A,B,A
129627,2014,13,1102,67,1115,64,H,0,A,B,A
129628,2014,13,1418,68,1124,87,H,0,B,A,B
129629,2014,13,1125,83,1314,80,A,0,A,B,B
129630,2014,13,1194,79,1130,82,H,0,B,A,B
129631,2014,13,1155,71,1376,57,H,0,A,B,A
129632,2014,13,1131,60,1163,77,H,0,B,A,B
129633,2014,13,1214,79,1174,90,A,0,B,A,A
129634,2014,13,1199,89,1404,61,H,0,A,B,A
129635,2014,13,1324,67,1211,82,H,0,B,A,B
129636,2014,13,1222,80,1250,66,H,0,A,B,A
129637,2014,13,1133,55,1228,81,H,0,B,A,B
129638,2014,13,1229,68,1321,64,A,0,A,B,B
129639,2014,13,1392,74,1231,90,H,0,B,A,B
129640,2014,13,1323,70,1232,83,A,0,B,A,A
129641,2014,13,1234,103,1101,41,H,0,A,B,A
129642,2014,13,1235,77,1276,70,H,0,A,B,A
129643,2014,13,1236,69,1399,66,N,0,A,B,N
129644,2014,13,1241,79,1363,66,N,0,A,B,N
129645,2014,13,1253,58,1243,71,H,0,B,A,B
129646,2014,13,1389,58,1245,75,H,0,B,A,B
129647,2014,13,1352,49,1246,87,H,0,B,A,B
129648,2014,13,1258,90,1319,78,H,0,A,B,A
129649,2014,13,1269,85,1464,69,H,0,A,B,A
129650,2014,13,1287,102,1267,94,H,1,A,B,A
129651,2014,13,1354,57,1304,83,H,0,B,A,B
129652,2014,13,1307,109,1149,93,H,0,A,B,A
129653,2014,13,1312,71,1306,63,A,0,A,B,B
129654,2014,13,1434,72,1325,76,H,0,B,A,B
129655,2014,13,1268,83,1333,90,A,0,B,A,A
129656,2014,13,1334,66,1442,52,H,0,A,B,A
129657,2014,13,1224,52,1338,84,H,0,B,A,B
129658,2014,13,1345,81,1351,77,H,0,A,B,A
129659,2014,13,1390,66,1176,57,A,0,A,B,B
129660,2014,13,1394,72,1410,61,H,0,A,B,A
129661,2014,13,1416,83,1126,63,H,0,A,B,A
129662,2014,13,1420,90,1291,84,H,1,A,B,A
129663,2014,13,1406,44,1437,78,H,0,B,A,B
129664,2014,13,1444,73,1105,69,H,0,A,B,A
129665,2014,13,1449,92,1186,80,H,0,A,B,A
129666,2014,13,1182,83,1452,96,H,0,B,A,B
129667,2014,13,1296,69,1454,82,A,0,B,A,A
129668,2014,14,1106,79,1152,75,H,0,A,B,A
129669,2014,14,1112,100,1192,50,H,0,A,B,A
129670,2014,14,1116,89,1374,78,H,0,A,B,A
129671,2014,14,1369,83,1123,87,H,0,B,A,B
129672,2014,14,1381,47,1143,75,H,0,B,A,B
129673,2014,14,1117,70,1160,93,H,0,B,A,B
129674,2014,14,1167,74,1305,66,H,0,A,B,A
129675,2014,14,1180,71,1189,64,N,0,A,B,N
129676,2014,14,1181,91,1421,55,H,0,A,B,A
129677,2014,14,1185,81,1156,69,H,0,A,B,A
129678,2014,14,1187,76,1313,74,N,0,A,B,N
129679,2014,14,1191,89,1273,76,H,0,A,B,A
129680,2014,14,1380,53,1196,67,H,0,B,A,B
129681,2014,14,1198,75,1391,66,H,0,A,B,A
129682,2014,14,1270,70,1209,96,N,0,B,A,N
129683,2014,14,1226,93,1362,90,A,1,A,B,B
129684,2014,14,1398,70,1252,75,A,0,B,A,A
129685,2014,14,1274,70,1158,54,A,0,A,B,B
129686,2014,14,1339,67,1277,82,H,0,B,A,B
129687,2014,14,1292,76,1114,59,H,0,A,B,A
129688,2014,14,1144,43,1300,62,A,0,B,A,A
129689,2014,14,1366,63,1316,66,H,0,B,A,B
129690,2014,14,1436,49,1344,70,H,0,B,A,B
129691,2014,14,1145,51,1353,66,H,0,B,A,B
129692,2014,14,1371,82,1284,66,H,0,A,B,A
129693,2014,14,1379,70,1295,69,A,0,A,B,B
129694,2014,14,1383,50,1393,56,H,0,B,A,B
129695,2014,14,1154,60,1397,86,H,0,B,A,B
129696,2014,14,1400,89,1223,61,H,0,A,B,A
129697,2014,14,1411,71,1403,80,H,0,B,A,B
129698,2014,14,1197,69,1405,79,H,0,B,A,B
129699,2014,14,1417,86,1170,50,H,0,A,B,A
129700,2014,14,1359,52,1419,86,H,0,B,A,B
