,teamA,TeamName_x,scoreA,teamB,TeamName_y,scoreB,winner,location,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,tempo_diff,oe_de_diff,de_oe_diff
27,1105,Alabama A&M,72,1238,Jackson St.,59,A,A,-1.4000000000000021,-1.9500000000000028,2.2100000000000004,5.57,-1.4199999999999982,-0.120000000000001,-2.0199999999999996,0.4299999999999997,2.9899999999999984,-1.6899999999999995,0.09999999999999964,0.8400000000000003,-0.879999999999999,-1.5720999999999918,-13.435000000000002,10.389499999999998
28,1106,Alabama St.,68,1238,Jackson St.,70,B,B,1.1999999999999993,3.1499999999999986,1.4200000000000004,5.5,0.23000000000000043,1.629999999999999,1.1600000000000001,-1.1799999999999997,2.5199999999999996,-2.83,0.7399999999999993,0.31000000000000005,-4.41,-0.3978999999999928,-7.8285999999999945,15.772400000000005
29,1212,Grambling St.,84,1238,Jackson St.,75,A,N,-0.7900000000000027,-0.730000000000004,2.36,5.940000000000001,-1.209999999999999,-0.19000000000000128,-0.9100000000000001,-2.9499999999999993,0.7099999999999991,0.21000000000000085,-0.20000000000000018,-1.19,-3.7699999999999996,1.2641000000000133,-8.462900000000005,27.733199999999997
30,1461,Wyoming,73,1238,Jackson St.,65,A,A,-1.1400000000000006,-8.86,1.77,2.6099999999999994,-0.6899999999999995,-0.7900000000000027,-6.74,0.10999999999999943,2.75,-4.74,-1.4400000000000004,0.5699999999999998,-5.609999999999999,-7.543299999999995,-1.2421999999999969,7.227400000000003
31,1411,Texas Southern,80,1238,Jackson St.,84,B,B,1.8999999999999986,-0.8400000000000034,2.4099999999999997,4.27,3.0,4.619999999999997,-0.5600000000000005,2.0500000000000007,4.109999999999999,-1.7199999999999989,-1.3500000000000005,0.2999999999999998,-6.280000000000001,-0.050399999999996226,0.12579999999999814,18.3818
32,1411,Texas Southern,73,1238,Jackson St.,75,B,A,1.8999999999999986,-0.8400000000000034,2.4099999999999997,4.27,3.0,4.619999999999997,-0.5600000000000005,2.0500000000000007,4.109999999999999,-1.7199999999999989,-1.3500000000000005,0.2999999999999998,-6.280000000000001,-0.050399999999996226,0.12579999999999814,18.3818
33,1272,Memphis,75,1238,Jackson St.,61,A,A,5.09,3.969999999999999,1.4899999999999998,2.7399999999999984,-0.6699999999999982,1.389999999999997,0.8399999999999999,1.3200000000000003,7.449999999999999,-1.549999999999999,2.71,1.5399999999999996,-4.809999999999999,2.7095000000000056,4.4029000000000025,4.029700000000005
34,1280,Mississippi St.,58,1238,Jackson St.,56,A,A,0.8499999999999979,-1.240000000000002,0.77,1.8900000000000006,-0.6099999999999994,1.1099999999999994,-1.9900000000000002,-0.33000000000000185,2.5999999999999996,-1.0299999999999994,1.79,-0.56,-5.57,0.6067000000000036,-6.562299999999993,10.074299999999994
35,1108,Alcorn St.,64,1238,Jackson St.,51,A,A,-1.370000000000001,-2.450000000000003,0.5299999999999998,1.3900000000000006,-1.6999999999999993,-0.40000000000000213,-2.2300000000000004,-2.6799999999999997,-0.620000000000001,-3.33,-0.5100000000000007,0.48,-3.9499999999999993,-4.0441999999999965,-11.609499999999997,14.819699999999997
36,1115,Arkansas Pine Bluff,70,1238,Jackson St.,69,A,A,-1.6000000000000014,-2.990000000000002,2.31,4.890000000000001,-2.0599999999999987,-0.8100000000000023,-1.7400000000000002,-2.9800000000000004,1.9299999999999997,0.13000000000000078,3.54,-1.0899999999999999,-3.3599999999999994,-0.2950999999999908,-13.827100000000002,12.9067
37,1115,Arkansas Pine Bluff,66,1238,Jackson St.,59,A,B,-1.6000000000000014,-2.990000000000002,2.31,4.890000000000001,-2.0599999999999987,-0.8100000000000023,-1.7400000000000002,-2.9800000000000004,1.9299999999999997,0.13000000000000078,3.54,-1.0899999999999999,-3.3599999999999994,-0.2950999999999908,-13.827100000000002,12.9067
38,1102,Air Force,67,1115,Arkansas Pine Bluff,64,A,A,0.7300000000000004,-0.25,0.9299999999999997,3.5,-0.7100000000000009,-2.129999999999999,-1.3899999999999988,2.4499999999999993,1.9100000000000001,-1.6099999999999994,-4.19,0.8199999999999998,-0.5899999999999999,-2.375,-8.564800000000005,13.4067
39,1120,Auburn,91,1115,Arkansas Pine Bluff,59,A,A,2.7600000000000016,3.1300000000000026,-0.47999999999999954,0.259999999999998,3.530000000000001,2.9499999999999993,0.9000000000000004,2.66,0.15000000000000036,-2.9700000000000006,-3.380000000000001,2.3299999999999996,2.0199999999999996,0.09659999999999513,2.292900000000003,14.517700000000005
40,1380,Southern,60,1115,Arkansas Pine Bluff,56,A,B,3.0700000000000003,3.4099999999999966,-0.34999999999999964,-1.240000000000002,-0.4499999999999993,0.41000000000000014,1.1799999999999997,6.039999999999999,0.7999999999999989,-1.0700000000000003,-3.9300000000000006,2.8299999999999996,2.5500000000000007,0.09680000000000177,-10.156000000000006,7.244
41,1380,Southern,58,1115,Arkansas Pine Bluff,64,B,A,3.0700000000000003,3.4099999999999966,-0.34999999999999964,-1.240000000000002,-0.4499999999999993,0.41000000000000014,1.1799999999999997,6.039999999999999,0.7999999999999989,-1.0700000000000003,-3.9300000000000006,2.8299999999999996,2.5500000000000007,0.09680000000000177,-10.156000000000006,7.244
42,1341,Prairie View A&M,71,1115,Arkansas Pine Bluff,62,A,A,2.1799999999999997,5.140000000000001,0.3099999999999996,1.0299999999999976,1.0,1.8300000000000018,1.75,1.8900000000000006,-1.0,-0.6799999999999997,-2.3900000000000006,0.46999999999999975,2.4299999999999997,0.6765000000000043,-10.298299999999998,18.207300000000004
43,1341,Prairie View A&M,61,1115,Arkansas Pine Bluff,76,B,B,2.1799999999999997,5.140000000000001,0.3099999999999996,1.0299999999999976,1.0,1.8300000000000018,1.75,1.8900000000000006,-1.0,-0.6799999999999997,-2.3900000000000006,0.46999999999999975,2.4299999999999997,0.6765000000000043,-10.298299999999998,18.207300000000004
44,1290,Mississippi Valley St.,68,1115,Arkansas Pine Bluff,83,B,B,2.6900000000000013,7.899999999999999,0.09999999999999964,2.099999999999998,0.4800000000000004,0.28000000000000114,1.8000000000000007,2.419999999999998,-0.8600000000000012,-0.16999999999999993,-2.1400000000000006,-0.28,3.210000000000001,5.643599999999992,-12.736699999999999,22.314999999999998
45,1358,Sam Houston St.,75,1115,Arkansas Pine Bluff,49,A,N,2.8200000000000003,1.2199999999999989,0.5,-0.5,4.84,6.810000000000002,1.67,1.4899999999999984,3.2300000000000004,-2.26,-2.9000000000000004,1.0499999999999998,2.5799999999999983,-1.1282000000000068,-1.272900000000007,15.770899999999997
46,1105,Alabama A&M,64,1115,Arkansas Pine Bluff,72,B,A,0.1999999999999993,1.0399999999999991,-0.09999999999999964,0.6799999999999997,0.6400000000000006,0.6900000000000013,-0.27999999999999936,3.41,1.0599999999999987,-1.8200000000000003,-3.4400000000000004,1.9300000000000002,2.4800000000000004,-1.277000000000001,-14.068600000000004,11.9435
47,1105,Alabama A&M,61,1115,Arkansas Pine Bluff,64,B,B,0.1999999999999993,1.0399999999999991,-0.09999999999999964,0.6799999999999997,0.6400000000000006,0.6900000000000013,-0.27999999999999936,3.41,1.0599999999999987,-1.8200000000000003,-3.4400000000000004,1.9300000000000002,2.4800000000000004,-1.277000000000001,-14.068600000000004,11.9435
48,1374,SMU,87,1115,Arkansas Pine Bluff,61,A,A,4.129999999999999,0.240000000000002,-1.6500000000000004,-5.960000000000001,1.8800000000000008,1.8399999999999999,0.5300000000000011,5.219999999999999,3.74,-1.3800000000000008,-1.9800000000000004,2.4499999999999997,-0.07000000000000028,-1.0262000000000029,1.680800000000005,1.256699999999995
49,1212,Grambling St.,52,1115,Arkansas Pine Bluff,61,B,A,0.8099999999999987,2.259999999999998,0.04999999999999982,1.0500000000000007,0.8499999999999996,0.620000000000001,0.8300000000000001,0.030000000000001137,-1.2200000000000006,0.08000000000000007,-3.74,-0.10000000000000009,-0.41000000000000014,1.5592000000000041,-9.096500000000006,29.2872
50,1329,Oklahoma St.,97,1115,Arkansas Pine Bluff,63,A,A,5.080000000000002,4.780000000000001,0.9400000000000004,1.2100000000000009,6.329999999999998,6.710000000000001,-0.5499999999999989,5.289999999999999,2.16,-4.65,-1.9000000000000004,2.65,0.129999999999999,1.856499999999997,7.331000000000003,3.814700000000002
51,1333,Oregon St.,77,1115,Arkansas Pine Bluff,63,A,A,4.109999999999999,0.45000000000000284,-0.6900000000000004,-4.1800000000000015,4.84,5.68,-0.28999999999999915,4.27,1.9100000000000001,-1.4900000000000002,-4.61,2.57,-0.4499999999999993,0.5874999999999915,4.826899999999995,13.559200000000004
52,1102,Air Force,60,1350,Richmond,83,B,A,-0.6600000000000001,-2.030000000000001,0.8099999999999996,2.039999999999999,-1.4700000000000006,-2.8099999999999987,-0.5,-0.46999999999999886,2.8100000000000005,2.8200000000000003,-0.5599999999999996,-1.3399999999999999,-0.379999999999999,0.48449999999999704,0.7065999999999946,1.9158999999999935
53,1125,Belmont,61,1350,Richmond,69,B,B,4.239999999999998,-0.00999999999999801,2.4499999999999993,2.6099999999999994,2.0200000000000014,0.8200000000000003,-1.0500000000000007,-1.0499999999999972,4.73,2.299999999999999,0.7800000000000002,-1.96,1.8200000000000003,4.835699999999989,14.752099999999999,3.3844999999999885
54,1196,Florida,67,1350,Richmond,58,A,A,1.6499999999999986,-1.0900000000000034,0.5199999999999996,-1.0500000000000007,0.35999999999999943,0.8200000000000003,2.469999999999999,0.6700000000000017,2.7699999999999996,0.6799999999999997,1.3600000000000003,-1.4499999999999997,-3.0599999999999987,-1.6508000000000038,18.3647,-13.69550000000001
55,1203,George Washington,73,1350,Richmond,65,A,B,2.710000000000001,1.0300000000000011,-0.5499999999999998,-3.980000000000002,1.9900000000000002,3.5700000000000003,2.5999999999999996,2.2300000000000004,3.58,2.42,1.21,-0.13999999999999968,-1.1799999999999997,3.5,11.972099999999998,-6.839700000000008
56,1330,Old Dominion,58,1350,Richmond,67,B,B,-0.120000000000001,-0.8200000000000003,-1.1799999999999997,-3.8500000000000014,-1.6999999999999993,-0.7899999999999991,2.549999999999999,0.3400000000000034,-0.3100000000000005,2.75,0.27000000000000046,-0.20999999999999996,0.4299999999999997,-0.561000000000007,1.9629999999999939,-2.551400000000001
57,1220,Hofstra,63,1350,Richmond,74,B,B,0.0,0.3299999999999983,0.6100000000000003,1.0899999999999999,1.33,2.360000000000003,3.4899999999999984,0.19000000000000128,0.17999999999999972,1.6600000000000001,-1.0299999999999994,-1.0899999999999999,0.3099999999999987,0.6298999999999921,7.243200000000002,9.566400000000002
58,1433,VCU,56,1350,Richmond,50,A,B,3.509999999999998,8.829999999999998,1.08,1.5899999999999999,0.33000000000000007,0.3200000000000003,4.9399999999999995,0.41000000000000014,2.539999999999999,1.6199999999999992,5.33,-0.040000000000000036,0.28999999999999915,5.846899999999991,10.506699999999995,-14.323700000000002
59,1433,VCU,71,1350,Richmond,53,A,N,3.509999999999998,8.829999999999998,1.08,1.5899999999999999,0.33000000000000007,0.3200000000000003,4.9399999999999995,0.41000000000000014,2.539999999999999,1.6199999999999992,5.33,-0.040000000000000036,0.28999999999999915,5.846899999999991,10.506699999999995,-14.323700000000002
60,1241,James Madison,53,1350,Richmond,68,B,B,-1.8300000000000018,-2.789999999999999,-1.46,-1.8300000000000018,1.8199999999999985,2.1300000000000026,0.9199999999999999,0.28000000000000114,-1.8100000000000005,1.5899999999999999,0.020000000000000462,-1.1999999999999997,0.3099999999999987,0.039499999999989654,0.709699999999998,2.399799999999999
61,1173,Dayton,64,1350,Richmond,73,B,B,2.9400000000000013,1.2100000000000009,0.25,-2.280000000000001,0.7200000000000006,0.6700000000000017,2.4299999999999997,0.3400000000000034,2.4800000000000004,1.3599999999999994,-0.02999999999999936,-1.69,0.7899999999999991,1.0051999999999879,16.005499999999998,-2.292500000000004
62,1247,La Salle,49,1350,Richmond,62,B,B,0.5,2.3799999999999955,-0.6200000000000001,-2.120000000000001,0.8200000000000003,-0.05999999999999872,2.7299999999999986,0.22000000000000242,1.8399999999999999,0.9699999999999989,-0.2699999999999996,-0.8799999999999999,-3.299999999999999,0.44789999999999,7.667999999999992,-3.495900000000006
63,1269,Massachusetts,55,1350,Richmond,58,B,B,4.52,5.369999999999997,-0.8899999999999997,-4.010000000000002,1.4000000000000004,1.6300000000000026,2.9799999999999986,3.0500000000000007,4.609999999999999,2.889999999999999,0.96,1.2300000000000004,0.35999999999999943,6.9761999999999915,10.991799999999998,-6.900900000000007
64,1206,George Mason,69,1350,Richmond,60,A,A,1.6600000000000001,1.6000000000000014,-1.3899999999999997,-5.640000000000002,1.0099999999999998,0.20000000000000284,1.7299999999999986,0.28000000000000114,0.35999999999999943,2.9399999999999995,-0.5899999999999999,-0.8199999999999998,1.6700000000000017,2.9819999999999993,8.6892,0.2412999999999954
65,1448,Wake Forest,76,1350,Richmond,66,A,A,1.0300000000000011,-1.1200000000000045,-1.2999999999999998,-4.400000000000002,2.389999999999999,4.330000000000002,0.9699999999999989,1.120000000000001,2.75,1.7799999999999994,-0.3699999999999992,-0.2999999999999998,0.0,2.683799999999991,8.377399999999994,-1.8631000000000029
66,1200,Fordham,70,1350,Richmond,82,B,B,1.9199999999999982,8.799999999999997,0.7699999999999996,3.5199999999999996,0.5899999999999999,-1.1199999999999974,5.239999999999998,-0.6199999999999974,1.6500000000000004,0.75,0.8300000000000001,-0.2400000000000002,0.6000000000000014,4.473199999999991,10.386099999999999,7.350399999999993
67,1278,Minnesota,74,1350,Richmond,59,A,B,1.5799999999999983,0.4299999999999997,0.7299999999999995,0.29999999999999716,0.4299999999999997,-1.3699999999999974,1.4499999999999993,0.39000000000000057,3.1400000000000006,1.299999999999999,1.46,-0.13999999999999968,0.010000000000001563,-0.18130000000000734,14.0137,-3.231200000000001
68,1182,Duquesne,58,1350,Richmond,75,B,A,2.3000000000000007,2.780000000000001,0.9399999999999995,0.3299999999999983,1.2400000000000002,1.8399999999999999,1.5599999999999987,1.240000000000002,4.65,0.3899999999999988,-0.019999999999999574,-1.5299999999999998,-1.2699999999999996,3.5326999999999913,12.609899999999996,4.704899999999995
69,1382,St. Bonaventure,84,1350,Richmond,70,A,A,3.210000000000001,3.1499999999999986,-1.63,-5.280000000000001,2.0299999999999994,1.3900000000000006,3.459999999999999,-0.7199999999999989,2.84,2.1799999999999997,1.12,-0.08999999999999986,0.9699999999999989,3.5308999999999884,13.802400000000006,-0.12340000000000373
70,1382,St. Bonaventure,62,1350,Richmond,64,B,B,3.210000000000001,3.1499999999999986,-1.63,-5.280000000000001,2.0299999999999994,1.3900000000000006,3.459999999999999,-0.7199999999999989,2.84,2.1799999999999997,1.12,-0.08999999999999986,0.9699999999999989,3.5308999999999884,13.802400000000006,-0.12340000000000373
71,1318,Northeastern,66,1350,Richmond,70,B,A,0.21000000000000085,-0.9699999999999989,-1.4500000000000002,-4.640000000000002,0.40000000000000036,1.4400000000000013,2.0699999999999985,0.3000000000000007,1.0099999999999998,2.49,-0.4399999999999995,-0.8599999999999999,-1.9899999999999984,0.057599999999993656,3.038499999999999,-0.06030000000001223
72,1387,Saint Louis,77,1350,Richmond,57,A,A,1.5599999999999987,0.7999999999999972,-0.6200000000000001,-1.8300000000000018,1.0099999999999998,0.13000000000000256,0.7299999999999986,2.41,3.5199999999999996,1.9699999999999989,1.54,-0.0699999999999994,-1.9800000000000004,2.6377999999999986,7.236199999999997,-12.465500000000006
73,1386,Saint Joseph's,62,1350,Richmond,77,B,B,1.9100000000000001,-1.2700000000000031,1.0300000000000002,-0.3100000000000023,-0.11999999999999922,0.7600000000000016,0.3999999999999986,2.9700000000000024,3.4800000000000004,1.6899999999999995,-1.3699999999999992,0.3100000000000005,-3.4499999999999993,1.3877999999999986,12.934699999999992,-5.553300000000007
74,1102,Air Force,72,1361,San Diego St.,79,B,A,-1.4800000000000004,-3.5700000000000003,2.3999999999999995,7.74,-3.2300000000000004,-5.620000000000001,-4.1899999999999995,-1.0399999999999991,4.040000000000001,3.6900000000000013,-2.16,-2.01,2.240000000000002,1.5366,7.168399999999991,-2.4099000000000075
75,1129,Boise St.,66,1361,San Diego St.,69,B,B,2.289999999999999,1.7000000000000028,2.76,6.619999999999999,-0.6799999999999997,-3.9299999999999997,-2.09,-0.9899999999999984,2.280000000000001,0.11000000000000121,-1.8900000000000006,-2.94,2.8200000000000003,1.7247999999999948,22.4315,-3.492200000000011
76,1166,Creighton,80,1361,San Diego St.,86,B,N,3.9299999999999997,-0.29999999999999716,5.619999999999999,10.639999999999999,-2.3099999999999987,-5.960000000000001,-4.450000000000001,2.0100000000000016,8.38,0.16999999999999993,-3.3600000000000003,-3.58,0.990000000000002,1.8247,34.762299999999996,-5.466400000000007
77,1415,UC Riverside,41,1361,San Diego St.,77,B,B,-0.240000000000002,-0.5600000000000023,-0.3600000000000003,0.7899999999999991,-0.6199999999999992,-1.9400000000000013,-2.59,-0.5199999999999996,1.7200000000000006,3.51,-1.4500000000000002,-0.6899999999999995,2.900000000000002,3.4254999999999924,7.7149,-0.3389000000000095
78,1158,College of Charleston,52,1361,San Diego St.,72,B,N,-1.5199999999999996,-1.8699999999999974,1.8399999999999999,5.130000000000001,-4.33,-6.449999999999999,-0.8000000000000007,1.75,0.6500000000000004,3.0700000000000003,-2.8,-0.8099999999999996,2.0,-1.4164999999999992,5.980099999999993,-7.822800000000001
79,1360,San Diego,64,1361,San Diego St.,65,B,A,-1.25,-4.689999999999998,1.83,3.299999999999999,-1.9499999999999993,-3.84,-3.7300000000000004,-1.129999999999999,1.5199999999999996,2.0600000000000005,-2.0200000000000005,-1.1999999999999997,2.1799999999999997,-0.36769999999999925,13.3352,-5.589800000000011
80,1161,Colorado St.,61,1361,San Diego St.,71,B,A,-0.17999999999999972,0.8100000000000023,0.4299999999999997,2.4000000000000004,2.879999999999999,1.8999999999999986,-0.13000000000000078,0.3000000000000007,2.7200000000000006,-0.5399999999999991,-2.55,-1.7699999999999996,1.8200000000000003,1.6698000000000022,18.559799999999996,-0.6179000000000059
81,1424,UNLV,64,1361,San Diego St.,73,B,A,1.7199999999999989,2.3399999999999963,1.17,3.9700000000000006,-1.6099999999999994,-2.080000000000002,-0.3200000000000003,3.34,3.8900000000000006,1.3499999999999996,-2.6000000000000005,1.4800000000000004,-0.8899999999999988,2.879799999999996,16.380899999999997,-7.495500000000007
