,Unnamed: 0,season,daynum,teamA,scoreA,teamB,scoreB,wloc,numot,winner,loser,location,teamId_x,fgm_x,fga_x,fgm3_x,fga3_x,ftm_x,fta_x,or_x,dr_x,ast_x,to_x,stl_x,blk_x,pf_x,eFG_x,ftrate_x,possesions_x,to_percent_x,team_id_x,kaggle_team_name_x,TeamName_x,Tempo_x,RankTempo_x,AdjTempo_x,RankAdjTempo_x,OE_x,RankOE_x,AdjOE_x,RankAdjOE_x,DE_x,RankDE_x,AdjDE_x,RankAdjDE_x,Pythag_x,RankPythag_x,teamId_y,fgm_y,fga_y,fgm3_y,fga3_y,ftm_y,fta_y,or_y,dr_y,ast_y,to_y,stl_y,blk_y,pf_y,eFG_y,ftrate_y,possesions_y,to_percent_y,team_id_y,kaggle_team_name_y,TeamName_y,Tempo_y,RankTempo_y,AdjTempo_y,RankAdjTempo_y,OE_y,RankOE_y,AdjOE_y,RankAdjOE_y,DE_y,RankDE_y,AdjDE_y,RankAdjDE_y,Pythag_y,RankPythag_y
10,133917,2014,117,1248,84,1119,87,H,0,B,A,B,1248,25.13,53.67,7.33,18.47,13.5,17.87,8.43,21.47,12.8,12.5,5.17,2.1,17.8,0.5365194708403205,0.3329606856716974,66.22825,0.1887412093781732,1248,Lafayette,Lafayette,65.6923,218,66.3702,177,107.5733,102,110.3952,67,113.3585,333,115.0482,334,0.383486,212,1119,25.9,58.03,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,0.5112011028778218,0.32569360675512665,68.73750000000001,0.1891252955082742,1119,Army,Army,68.2491,99,68.8462,61,105.4573,158,104.5839,176,107.6478,246,110.0692,276,0.357123,230
11,129306,2014,5,1154,69,1119,84,N,0,B,A,N,1154,22.59,53.55,5.93,16.62,13.14,18.45,9.07,23.55,12.66,12.66,3.9,2.9,18.69,0.47721755368814195,0.3445378151260504,65.90375,0.19209832520911177,1154,Citadel,The Citadel,65.5358,224,64.9625,249,97.3093,297,97.44,295,114.0962,336,118.8532,347,0.092415,346,1119,25.9,58.03,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,0.5112011028778218,0.32569360675512665,68.73750000000001,0.1891252955082742,1119,Army,Army,68.2491,99,68.8462,61,105.4573,158,104.5839,176,107.6478,246,110.0692,276,0.357123,230
12,133460,2014,107,1159,66,1119,74,H,0,B,A,B,1159,25.2,52.07,8.37,20.87,10.53,14.63,6.97,23.47,13.9,11.53,4.57,2.23,17.17,0.5643364701363549,0.2809679277895141,63.57925,0.18134847454161537,1159,Colgate,Colgate,62.7436,333,63.9783,290,108.8678,77,107.8245,111,106.3506,216,109.7077,271,0.450384,181,1119,25.9,58.03,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,0.5112011028778218,0.32569360675512665,68.73750000000001,0.1891252955082742,1119,Army,Army,68.2491,99,68.8462,61,105.4573,158,104.5839,176,107.6478,246,110.0692,276,0.357123,230
13,134254,2014,124,1131,91,1119,70,H,0,A,B,A,1131,25.62,56.59,7.97,22.09,12.26,17.06,9.65,23.79,13.91,11.88,7.09,1.82,16.97,0.5231489662484538,0.3014666902279554,66.9235,0.17751611915097087,1131,Boston Univ,Boston University,66.0049,202,66.7362,154,106.4948,131,105.0486,166,100.061,78,101.9103,111,0.586326,125,1119,25.9,58.03,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,0.5112011028778218,0.32569360675512665,68.73750000000001,0.1891252955082742,1119,Army,Army,68.2491,99,68.8462,61,105.4573,158,104.5839,176,107.6478,246,110.0692,276,0.357123,230
14,129715,2014,15,1174,89,1119,74,A,0,A,B,B,1174,26.94,60.38,7.18,20.79,18.47,26.06,11.12,25.35,10.88,9.59,6.0,3.59,18.85,0.5056310036435906,0.4315998675057966,71.22850000000001,0.13463711856911206,1174,Delaware,Delaware,70.8446,25,72.1442,10,111.7659,42,110.9047,60,105.6623,194,105.6262,192,0.636638,105,1119,25.9,58.03,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,0.5112011028778218,0.32569360675512665,68.73750000000001,0.1891252955082742,1119,Army,Army,68.2491,99,68.8462,61,105.4573,158,104.5839,176,107.6478,246,110.0692,276,0.357123,230
15,130383,2014,30,1162,81,1119,64,H,0,A,B,A,1162,21.33,48.33,7.6,20.17,16.83,21.9,8.13,24.5,11.67,12.2,5.03,2.77,19.0,0.5199668942685702,0.4531346989447548,62.80249999999999,0.19425978265196453,1162,Columbia,Columbia,61.9218,341,62.1201,337,106.2752,139,105.3544,161,99.5931,68,102.2269,116,0.5857829999999999,126,1119,25.9,58.03,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,0.5112011028778218,0.32569360675512665,68.73750000000001,0.1891252955082742,1119,Army,Army,68.2491,99,68.8462,61,105.4573,158,104.5839,176,107.6478,246,110.0692,276,0.357123,230
16,129969,2014,20,1323,93,1119,60,H,0,A,B,A,1323,26.22,57.56,7.13,19.91,12.41,17.28,10.75,23.03,15.13,10.34,5.84,3.03,16.19,0.517460041695622,0.3002084781097985,65.358,0.15820557544600508,1323,Notre Dame,Notre Dame,64.1167,286,64.1175,283,110.1211,58,112.13600000000001,41,108.5455,266,106.2261,203,0.650816,101,1119,25.9,58.03,7.53,22.3,13.2,18.9,11.27,22.0,14.1,13.0,5.93,4.23,18.3,0.5112011028778218,0.32569360675512665,68.73750000000001,0.1891252955082742,1119,Army,Army,68.2491,99,68.8462,61,105.4573,158,104.5839,176,107.6478,246,110.0692,276,0.357123,230
17,129506,2014,10,1102,82,1238,84,A,0,B,A,A,1102,22.07,51.82,7.14,21.71,13.29,19.25,8.71,22.86,13.39,13.46,5.29,2.96,18.89,0.4947896565032806,0.3714781937475878,65.71375,0.20482775674801695,1102,Air Force,Air Force,65.2047,239,65.3554,229,98.2459,286,98.0949,285,107.2134,238,105.6057,190,0.29975999999999997,260,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
18,129569,2014,12,1160,94,1238,70,H,0,A,B,A,1160,23.5,53.79,5.21,16.26,18.65,26.03,11.59,25.94,11.53,13.21,6.03,3.38,16.59,0.48531325525190555,0.4839189440416435,67.77425000000001,0.19491178434287357,1160,Colorado,Colorado,67.2527,136,66.4456,171,103.7381,196,105.8999,141,100.1348,79,96.2408,32,0.750236,64,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
19,131800,2014,70,1380,60,1238,36,H,0,A,B,A,1380,24.41,55.48,5.86,16.97,13.55,21.79,11.28,26.45,12.28,14.0,5.55,4.97,22.03,0.49279019466474405,0.39275414563806776,68.55024999999999,0.20422974387401946,1380,Southern Univ,Southern,67.6765,118,67.4159,115,99.7701,265,96.5037,307,94.3229,15,99.443,68,0.41458500000000004,202,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
20,133114,2014,98,1380,68,1238,63,A,0,A,B,B,1380,24.41,55.48,5.86,16.97,13.55,21.79,11.28,26.45,12.28,14.0,5.55,4.97,22.03,0.49279019466474405,0.39275414563806776,68.55024999999999,0.20422974387401946,1380,Southern Univ,Southern,67.6765,118,67.4159,115,99.7701,265,96.5037,307,94.3229,15,99.443,68,0.41458500000000004,202,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
21,132041,2014,75,1341,85,1238,80,A,2,A,B,B,1341,23.52,57.21,6.52,19.24,15.0,23.21,11.85,22.3,10.48,14.39,7.09,2.61,21.91,0.46809998252053836,0.40569830449222166,70.77475,0.2033210996859756,1341,Prairie View,Prairie View A&M,68.2562,95,67.2728,124,97.2827,298,96.3614,308,109.5204,280,110.4063,281,0.17297200000000001,319,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
22,133343,2014,103,1341,53,1238,50,H,0,A,B,A,1341,23.52,57.21,6.52,19.24,15.0,23.21,11.85,22.3,10.48,14.39,7.09,2.61,21.91,0.46809998252053836,0.40569830449222166,70.77475,0.2033210996859756,1341,Prairie View,Prairie View A&M,68.2562,95,67.2728,124,97.2827,298,96.3614,308,109.5204,280,110.4063,281,0.17297200000000001,319,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
23,132686,2014,89,1290,69,1238,66,H,0,A,B,A,1290,24.03,59.97,6.31,20.31,14.48,21.66,11.9,22.83,10.62,14.9,7.34,1.86,22.69,0.45330998832749714,0.3611805902951476,73.2585,0.20338936778667324,1290,MS Valley St,Mississippi Valley St.,73.2233,7,72.7331,5,94.1893,332,93.92299999999999,332,111.1723,314,114.514,332,0.09283,345,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
24,133963,2014,117,1290,64,1238,82,H,0,B,A,B,1290,24.03,59.97,6.31,20.31,14.48,21.66,11.9,22.83,10.62,14.9,7.34,1.86,22.69,0.45330998832749714,0.3611805902951476,73.2585,0.20338936778667324,1290,MS Valley St,Mississippi Valley St.,73.2233,7,72.7331,5,94.1893,332,93.92299999999999,332,111.1723,314,114.514,332,0.09283,345,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
25,130545,2014,33,1408,70,1238,65,H,0,A,B,A,1408,20.34,49.19,5.97,16.91,17.13,24.72,10.06,23.22,9.03,12.69,4.59,2.91,19.13,0.4741817442569628,0.5025411669038422,63.56199999999999,0.19964758818161796,1408,Tulane,Tulane,63.6217,307,63.1365,319,99.4434,275,99.7615,262,109.9196,292,110.0755,277,0.243898,283,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
26,129838,2014,18,1404,64,1238,68,A,0,B,A,A,1404,25.45,60.48,7.28,20.83,15.28,21.21,11.45,19.93,13.52,11.45,7.48,2.55,20.9,0.48098544973544977,0.3506944444444445,70.55475,0.16228531743078956,1404,TN Martin,Tennessee Martin,70.5388,30,69.4818,46,104.5069,175,103.0882,200,116.4256,346,118.5028,346,0.167626,320,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
27,134157,2014,122,1105,72,1238,59,H,0,A,B,A,1105,21.54,53.11,6.11,18.89,14.64,22.07,9.82,23.82,12.54,13.25,6.04,4.07,21.96,0.46309546224816417,0.41555262662398795,67.02325,0.19769259174987783,1105,Alabama A&M,Alabama A&M,66.3027,185,65.7878,206,95.1315,327,92.5911,339,99.9867,75,104.1425,156,0.20554,297,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
28,131466,2014,63,1106,68,1238,70,H,0,B,A,B,1106,24.14,58.21,5.32,18.82,16.29,23.82,13.0,22.21,12.07,12.11,6.68,3.54,18.43,0.4604019927847449,0.40920803985569487,68.6345,0.17644187689864424,1106,Alabama St,Alabama St.,67.4769,127,67.62,108,101.6681,237,98.1975,282,102.8058,116,109.5254,267,0.22174499999999997,288,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
29,134391,2014,127,1212,84,1238,75,N,0,A,B,N,1212,22.15,54.33,6.26,19.26,14.85,22.0,10.93,20.44,10.26,15.15,5.74,2.04,19.07,0.4653046199153322,0.4049328179642923,69.0,0.21956521739130436,1212,Grambling,Grambling St.,69.1389,64,68.0549,95,95.1786,326,97.5632,292,116.8903,348,121.4862,351,0.074334,349,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
30,129705,2014,14,1461,73,1238,65,H,0,A,B,A,1461,21.8,46.2,5.67,15.93,15.37,21.4,5.1,23.5,12.3,10.2,4.5,3.8,17.23,0.5332251082251083,0.4632034632034631,61.464999999999996,0.16594810054502562,1461,Wyoming,Wyoming,60.3315,348,60.9319,346,105.2881,162,104.7839,171,101.2337,98,100.9804,96,0.6047279999999999,117,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
31,132121,2014,77,1411,80,1238,84,H,0,B,A,B,1411,24.84,54.22,6.31,17.59,19.06,26.81,11.28,25.44,13.66,13.22,4.59,3.53,16.56,0.516322390261896,0.4944669863518997,68.89474999999999,0.19188689994520633,1411,TX Southern,Texas Southern,67.8244,112,67.3752,116,109.1877,69,106.1519,135,106.0762,207,112.1348,316,0.347385,237,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
32,133426,2014,105,1411,73,1238,75,A,0,B,A,A,1411,24.84,54.22,6.31,17.59,19.06,26.81,11.28,25.44,13.66,13.22,4.59,3.53,16.56,0.516322390261896,0.4944669863518997,68.89474999999999,0.19188689994520633,1411,TX Southern,Texas Southern,67.8244,112,67.3752,116,109.1877,69,106.1519,135,106.0762,207,112.1348,316,0.347385,237,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
33,131089,2014,54,1272,75,1238,61,H,0,A,B,A,1272,28.03,59.03,5.39,16.06,15.39,23.58,12.68,24.71,17.0,13.39,8.65,4.77,18.03,0.5204980518380484,0.39945790276130777,70.9405,0.188749726883797,1272,Memphis,Memphis,70.5843,26,69.4037,50,107.8849,94,110.429,66,98.7813,59,97.7827,53,0.801974,45,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
34,130111,2014,23,1280,58,1238,56,H,0,A,B,A,1280,23.79,53.82,4.67,15.21,15.45,23.3,9.85,23.06,12.15,13.91,7.73,2.67,17.27,0.4854143441099963,0.432924563359346,68.94749999999999,0.20174770658834623,1280,Mississippi St,Mississippi St.,68.4815,82,68.4053,77,97.9024,290,99.4638,267,103.4517,137,103.8273,151,0.37900900000000004,216,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
35,131629,2014,68,1108,64,1238,51,H,0,A,B,A,1108,21.57,52.61,4.43,14.71,14.36,21.79,9.61,20.71,8.93,11.61,5.43,3.71,18.89,0.45210036114807073,0.41417981372362667,64.96025,0.17872468163222893,1108,Alcorn St,Alcorn St.,63.8306,295,63.8056,298,95.2967,323,94.4166,327,104.8662,173,108.5727,249,0.16706300000000002,321,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
36,132770,2014,91,1115,70,1238,69,H,0,A,B,A,1115,21.34,52.07,6.21,18.21,14.0,21.38,10.1,20.41,11.48,15.07,9.48,2.14,19.48,0.4694641828308047,0.4106011138851546,67.1955,0.22427097052630016,1115,Ark Pine Bluff,Arkansas Pine Bluff,67.5797,124,66.83,148,93.0364,342,92.199,342,105.759,198,106.6597,213,0.157695,324,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
37,134076,2014,119,1115,66,1238,59,A,0,A,B,B,1115,21.34,52.07,6.21,18.21,14.0,21.38,10.1,20.41,11.48,15.07,9.48,2.14,19.48,0.4694641828308047,0.4106011138851546,67.1955,0.22427097052630016,1115,Ark Pine Bluff,Arkansas Pine Bluff,67.5797,124,66.83,148,93.0364,342,92.199,342,105.759,198,106.6597,213,0.157695,324,1238,22.94,55.06,3.9,13.32,16.06,22.19,11.84,23.39,9.55,14.94,5.94,3.23,22.84,0.45205230657464585,0.40301489284417,68.70025,0.21746645754564212,1238,Jackson St,Jackson St.,67.8748,109,66.9762,140,96.2859,315,93.75299999999999,333,100.3833,82,106.0261,199,0.195486,305
