,Unnamed: 0,round,teamA,TeamName_x,scoreA,teamB,TeamName_y,scoreB,winner,teamId_x,fgm_x,fga_x,fgm3_x,fga3_x,ftm_x,fta_x,or_x,dr_x,ast_x,to_x,stl_x,blk_x,pf_x,eFG_x,ftrate_x,possesions_x,to_percent_x,team_id_x,kaggle_team_name_x,TeamName_x,Tempo_x,RankTempo_x,AdjTempo_x,RankAdjTempo_x,OE_x,RankOE_x,AdjOE_x,RankAdjOE_x,DE_x,RankDE_x,AdjDE_x,RankAdjDE_x,Pythag_x,RankPythag_x,teamId_y,fgm_y,fga_y,fgm3_y,fga3_y,ftm_y,fta_y,or_y,dr_y,ast_y,to_y,stl_y,blk_y,pf_y,eFG_y,ftrate_y,possesions_y,to_percent_y,team_id_y,kaggle_team_name_y,TeamName_y,Tempo_y,RankTempo_y,AdjTempo_y,RankAdjTempo_y,OE_y,RankOE_y,AdjOE_y,RankAdjOE_y,DE_y,RankDE_y,AdjDE_y,RankAdjDE_y,Pythag_y,RankPythag_y
10,30,Round of 32,1163.0,Connecticut,77,1437.0,Villanova,65,A,1163,24.38,54.38,7.12,18.38,15.97,21.0,10.09,25.29,12.59,11.68,6.97,6.21,18.26,0.5137918352335417,0.38617138653916877,65.94500000000001,0.17711729471529303,1163,Connecticut,Connecticut,65.9229,207,64.9789,247,108.2691,85,109.4778,80,95.4644,20,92.8815,11,0.86882,25,1437,25.75,56.06,9.03,25.03,18.0,25.25,11.28,25.81,15.63,11.84,6.94,4.03,19.72,0.5398679985729575,0.45041027470567246,68.61375000000001,0.17256016469002203,1437,Villanova,Villanova,67.5107,125,67.1484,132,114.1827,18,115.8448,16,96.7318,27,93.7249,14,0.9195840000000001,6
11,60,Round of 64,1454.0,Milwaukee,53,1437.0,Villanova,73,B,1454,22.79,53.09,7.12,21.61,17.7,24.15,9.79,23.52,13.24,13.64,5.64,2.42,18.3,0.4963269919005462,0.4548879261631192,68.41125000000001,0.1993824115185733,1454,WI Milwaukee,Milwaukee,67.5933,123,67.4996,112,103.1606,207,104.5109,177,103.8617,147,104.9094,172,0.489059,163,1437,25.75,56.06,9.03,25.03,18.0,25.25,11.28,25.81,15.63,11.84,6.94,4.03,19.72,0.5398679985729575,0.45041027470567246,68.61375000000001,0.17256016469002203,1437,Villanova,Villanova,67.5107,125,67.1484,132,114.1827,18,115.8448,16,96.7318,27,93.7249,14,0.9195840000000001,6
12,29,Round of 32,1277.0,Michigan State,80,1217.0,Harvard,73,A,1277,27.26,57.44,8.06,20.59,13.35,19.26,11.06,26.0,17.0,11.44,6.94,4.82,18.88,0.5447423398328691,0.3353064066852368,66.96849999999999,0.17082658264706543,1277,Michigan St,Michigan St.,66.067,200,65.6191,214,113.3864,24,117.2647,11,97.9993,45,96.5119,39,0.903769,10,1217,24.69,52.76,5.79,14.9,18.28,25.17,10.38,23.76,14.48,11.55,7.45,4.97,17.9,0.5228392721758909,0.4770659590598939,65.88574999999999,0.1753034609152966,1217,Harvard,Harvard,64.55,273,65.095,242,111.8338,39,111.1981,55,92.8233,13,96.2542,33,0.8401959999999999,33
13,50,Round of 64,1153.0,Cincinnati,57,1217.0,Harvard,61,B,1153,23.76,55.64,5.82,17.36,15.39,21.73,13.36,22.7,12.73,11.09,7.94,5.52,17.45,0.47933141624730413,0.39054636951833216,63.691750000000006,0.17411988208833953,1153,Cincinnati,Cincinnati,63.7057,299,63.1591,317,107.3402,107,107.8564,109,91.9211,11,91.419,9,0.8700620000000001,24,1217,24.69,52.76,5.79,14.9,18.28,25.17,10.38,23.76,14.48,11.55,7.45,4.97,17.9,0.5228392721758909,0.4770659590598939,65.88574999999999,0.1753034609152966,1217,Harvard,Harvard,64.55,273,65.095,242,111.8338,39,111.1981,55,92.8233,13,96.2542,33,0.8401959999999999,33
14,54,Round of 64,1277.0,Michigan State,93,1174.0,Delaware,78,A,1277,27.26,57.44,8.06,20.59,13.35,19.26,11.06,26.0,17.0,11.44,6.94,4.82,18.88,0.5447423398328691,0.3353064066852368,66.96849999999999,0.17082658264706543,1277,Michigan St,Michigan St.,66.067,200,65.6191,214,113.3864,24,117.2647,11,97.9993,45,96.5119,39,0.903769,10,1174,26.94,60.38,7.18,20.79,18.47,26.06,11.12,25.35,10.88,9.59,6.0,3.59,18.85,0.5056310036435906,0.4315998675057966,71.22850000000001,0.13463711856911206,1174,Delaware,Delaware,70.8446,25,72.1442,10,111.7659,42,110.9047,60,105.6623,194,105.6262,192,0.636638,105
15,4,Elite Eight,1276.0,Michigan,72,1246.0,Kentucky,75,B,1276,25.61,53.82,8.48,21.55,14.7,19.3,8.85,22.94,14.21,9.39,5.12,2.52,14.55,0.5546265328874025,0.35860274990709773,63.5275,0.14781000354177326,1276,Michigan,Michigan,63.0594,326,62.8211,327,117.1425,5,122.2637,3,103.0238,121,101.6228,104,0.893452,14,1246,25.18,55.79,5.09,15.65,20.47,30.0,14.65,26.5,11.5,12.21,4.76,6.24,19.0,0.4969528589352931,0.5377307761247535,67.6,0.18062130177514796,1246,Kentucky,Kentucky,66.8253,156,66.0445,195,112.2999,36,114.9428,19,98.7392,57,96.3031,35,0.884397,17
16,9,Sweet Sixteen,1257.0,Louisville,69,1246.0,Kentucky,74,B,1257,28.91,61.03,8.06,21.71,16.24,24.65,13.71,24.18,15.68,10.29,10.12,4.62,19.5,0.5397345567753563,0.4038997214484679,69.31875,0.14844468487963214,1257,Louisville,Louisville,69.1489,63,68.9392,58,118.6927,3,117.3621,10,88.0889,1,90.5955,6,0.951519,2,1246,25.18,55.79,5.09,15.65,20.47,30.0,14.65,26.5,11.5,12.21,4.76,6.24,19.0,0.4969528589352931,0.5377307761247535,67.6,0.18062130177514796,1246,Kentucky,Kentucky,66.8253,156,66.0445,195,112.2999,36,114.9428,19,98.7392,57,96.3031,35,0.884397,17
17,44,Round of 64,1243.0,Kansas State,49,1246.0,Kentucky,56,B,1243,24.34,55.84,6.03,18.03,15.0,22.78,12.41,23.59,15.47,12.31,6.19,2.97,21.69,0.4898818051575931,0.4079512893982808,66.5605,0.18494452415471638,1243,Kansas St,Kansas St.,65.7266,216,65.3541,230,105.0928,167,107.9999,104,98.3715,50,95.5198,25,0.804107,44,1246,25.18,55.79,5.09,15.65,20.47,30.0,14.65,26.5,11.5,12.21,4.76,6.24,19.0,0.4969528589352931,0.5377307761247535,67.6,0.18062130177514796,1246,Kentucky,Kentucky,66.8253,156,66.0445,195,112.2999,36,114.9428,19,98.7392,57,96.3031,35,0.884397,17
18,7,Sweet Sixteen,1276.0,Michigan,73,1397.0,Tennessee,71,A,1276,25.61,53.82,8.48,21.55,14.7,19.3,8.85,22.94,14.21,9.39,5.12,2.52,14.55,0.5546265328874025,0.35860274990709773,63.5275,0.14781000354177326,1276,Michigan,Michigan,63.0594,326,62.8211,327,117.1425,5,122.2637,3,103.0238,121,101.6228,104,0.893452,14,1397,24.41,55.16,5.56,16.88,16.13,22.78,13.72,25.03,12.09,10.88,5.19,4.72,17.19,0.49292965917331405,0.41298042059463386,63.1405,0.17231412484855205,1397,Tennessee,Tennessee,62.935,328,63.3134,312,111.6884,44,113.5177,29,97.0495,31,94.0612,16,0.8968,13
19,64,First Four,1234.0,Iowa,65,1397.0,Tennessee,78,B,1234,27.97,60.19,5.84,16.56,20.22,27.59,13.72,26.94,16.19,11.38,7.25,5.06,17.97,0.5132081741153016,0.45838179099518195,70.95525,0.16038277646826696,1234,Iowa,Iowa,70.2216,37,70.8664,19,115.6316,10,120.1418,4,98.9966,60,102.5341,125,0.860864,27,1397,24.41,55.16,5.56,16.88,16.13,22.78,13.72,25.03,12.09,10.88,5.19,4.72,17.19,0.49292965917331405,0.41298042059463386,63.1405,0.17231412484855205,1397,Tennessee,Tennessee,62.935,328,63.3134,312,111.6884,44,113.5177,29,97.0495,31,94.0612,16,0.8968,13
20,56,Round of 64,1276.0,Michigan,57,1459.0,Wofford,40,A,1276,25.61,53.82,8.48,21.55,14.7,19.3,8.85,22.94,14.21,9.39,5.12,2.52,14.55,0.5546265328874025,0.35860274990709773,63.5275,0.14781000354177326,1276,Michigan,Michigan,63.0594,326,62.8211,327,117.1425,5,122.2637,3,103.0238,121,101.6228,104,0.893452,14,1459,23.76,54.07,5.72,15.97,12.17,18.31,10.55,21.97,12.14,10.28,6.07,1.55,17.62,0.4923247641945626,0.3386351026447198,62.497249999999994,0.1644872374384473,1459,Wofford,Wofford,62.4555,338,61.9795,339,104.5781,174,100.9265,238,100.945,91,102.7681,131,0.448201,184
21,5,Elite Eight,1196.0,Florida,62,1173.0,Dayton,52,A,1196,24.38,52.76,6.85,18.62,15.12,22.88,11.68,24.0,13.35,11.32,7.21,2.85,16.21,0.5270090978013647,0.4336618650492798,63.268,0.17892141366883732,1196,Florida,Florida,63.0694,325,63.1796,316,111.6412,46,115.75299999999999,17,91.5258,10,89.9943,5,0.947584,3,1173,25.67,55.06,6.58,17.39,15.48,22.73,11.64,23.67,13.06,12.0,5.82,2.61,20.06,0.5259716672720668,0.41282237559026513,66.21675,0.18122302891639955,1173,Dayton,Dayton,65.7254,217,65.2367,236,110.7795,51,113.3938,30,101.9537,105,101.3973,101,0.783458,53
22,11,Sweet Sixteen,1390.0,Stanford,72,1173.0,Dayton,82,B,1390,25.27,54.42,5.91,15.94,17.06,24.27,9.67,25.18,11.79,11.24,5.09,4.24,18.06,0.5186512311650129,0.44597574421168684,67.51825,0.1664735090142295,1390,Stanford,Stanford,67.0989,144,66.476,167,108.9756,74,112.48100000000001,39,101.7299,103,98.6936,60,0.8181390000000001,37,1173,25.67,55.06,6.58,17.39,15.48,22.73,11.64,23.67,13.06,12.0,5.82,2.61,20.06,0.5259716672720668,0.41282237559026513,66.21675,0.18122302891639955,1173,Dayton,Dayton,65.7254,217,65.2367,236,110.7795,51,113.3938,30,101.9537,105,101.3973,101,0.783458,53
23,27,Round of 32,1393.0,Syracuse,53,1173.0,Dayton,55,B,1393,24.06,55.06,5.0,14.94,15.03,21.38,13.19,22.06,11.94,8.91,8.03,4.94,15.91,0.48238285506719936,0.3883036687250272,60.9355,0.14622018363679629,1393,Syracuse,Syracuse,60.4471,347,61.3321,343,111.7167,43,113.2241,34,97.7423,41,94.1875,18,0.8925379999999999,15,1173,25.67,55.06,6.58,17.39,15.48,22.73,11.64,23.67,13.06,12.0,5.82,2.61,20.06,0.5259716672720668,0.41282237559026513,66.21675,0.18122302891639955,1173,Dayton,Dayton,65.7254,217,65.2367,236,110.7795,51,113.3938,30,101.9537,105,101.3973,101,0.783458,53
24,47,Round of 64,1326.0,Ohio State,59,1173.0,Dayton,60,B,1326,24.09,53.68,5.79,17.79,15.82,22.97,10.09,24.0,12.03,11.18,7.65,4.5,16.5,0.5027011922503726,0.42790611028315945,65.68075,0.17021730111181738,1326,Ohio St,Ohio St.,65.0252,249,65.403,224,106.6784,128,107.1348,122,91.1081,8,89.8846,4,0.8827729999999999,19,1173,25.67,55.06,6.58,17.39,15.48,22.73,11.64,23.67,13.06,12.0,5.82,2.61,20.06,0.5259716672720668,0.41282237559026513,66.21675,0.18122302891639955,1173,Dayton,Dayton,65.7254,217,65.2367,236,110.7795,51,113.3938,30,101.9537,105,101.3973,101,0.783458,53
25,13,Sweet Sixteen,1196.0,Florida,79,1417.0,UCLA,68,A,1196,24.38,52.76,6.85,18.62,15.12,22.88,11.68,24.0,13.35,11.32,7.21,2.85,16.21,0.5270090978013647,0.4336618650492798,63.268,0.17892141366883732,1196,Florida,Florida,63.0694,325,63.1796,316,111.6412,46,115.75299999999999,17,91.5258,10,89.9943,5,0.947584,3,1417,29.06,59.29,6.38,16.32,17.32,23.12,10.09,25.56,17.21,10.53,9.38,2.88,17.74,0.5439365828976218,0.38994771462303934,70.712,0.14891390428781534,1417,UCLA,UCLA,70.4051,34,70.0548,32,115.4258,11,116.7863,14,99.9588,74,97.5046,49,0.8884620000000001,16
26,53,Round of 64,1196.0,Florida,67,1107.0,Albany,55,A,1196,24.38,52.76,6.85,18.62,15.12,22.88,11.68,24.0,13.35,11.32,7.21,2.85,16.21,0.5270090978013647,0.4336618650492798,63.268,0.17892141366883732,1196,Florida,Florida,63.0694,325,63.1796,316,111.6412,46,115.75299999999999,17,91.5258,10,89.9943,5,0.947584,3,1107,22.44,51.09,4.91,13.47,16.25,21.72,10.34,24.22,11.06,12.63,5.53,3.06,17.25,0.4872773536895675,0.42513211978860826,63.697,0.19828249368102108,1107,Albany NY,Albany,63.0949,323,63.2428,313,103.5767,202,101.87,225,100.2026,80,103.3696,143,0.458083,177
27,6,Elite Eight,1458.0,Wisconsin,64,1112.0,Arizona,63,A,1458,24.21,52.88,7.76,20.79,17.36,23.33,8.79,24.39,12.12,8.06,5.0,3.52,14.94,0.5312027231467473,0.44118759455370643,63.231750000000005,0.12746760923112202,1458,Wisconsin,Wisconsin,63.8201,297,64.3561,275,115.2419,12,119.4575,5,101.0851,96,98.6776,59,0.900041,11,1112,26.24,56.0,5.29,14.85,15.29,23.35,12.59,26.29,15.09,10.44,5.88,4.24,16.44,0.5158035714285714,0.41696428571428573,64.94125,0.1607606875445114,1112,Arizona,Arizona,64.5209,275,64.3811,273,112.2673,37,113.1181,35,88.8129,2,86.9004,1,0.954008,1
28,22,Round of 32,1211.0,Gonzaga,61,1112.0,Arizona,84,B,1211,26.64,54.33,6.88,17.76,15.67,22.06,9.64,26.24,14.48,11.24,6.7,3.91,18.09,0.5536535983802687,0.406037180195104,66.4085,0.1692554416979754,1211,Gonzaga,Gonzaga,66.503,171,66.1347,189,113.9048,20,111.4871,49,97.0929,32,93.7189,13,0.8804299999999999,20,1112,26.24,56.0,5.29,14.85,15.29,23.35,12.59,26.29,15.09,10.44,5.88,4.24,16.44,0.5158035714285714,0.41696428571428573,64.94125,0.1607606875445114,1112,Arizona,Arizona,64.5209,275,64.3811,273,112.2673,37,113.1181,35,88.8129,2,86.9004,1,0.954008,1
29,48,Round of 64,1458.0,Wisconsin,75,1110.0,America,35,A,1458,24.21,52.88,7.76,20.79,17.36,23.33,8.79,24.39,12.12,8.06,5.0,3.52,14.94,0.5312027231467473,0.44118759455370643,63.231750000000005,0.12746760923112202,1458,Wisconsin,Wisconsin,63.8201,297,64.3561,275,115.2419,12,119.4575,5,101.0851,96,98.6776,59,0.900041,11,1110,23.03,46.56,6.34,16.59,11.53,16.25,7.13,22.94,15.13,13.97,6.03,3.44,17.22,0.5627147766323024,0.3490120274914089,61.11875,0.2285714285714286,1110,American Univ,American,60.778999999999996,343,61.4065,342,104.9603,169,103.1066,199,96.4979,25,97.296,46,0.660846,98
30,17,Round of 32,1235.0,Iowa State,85,1314.0,North Carolina,83,A,1235,29.27,62.09,8.3,23.67,16.03,23.09,10.21,28.58,18.55,10.55,6.03,2.94,17.42,0.5382509260750523,0.37187952971492994,73.39775,0.14373737614572654,1235,Iowa St,Iowa St.,71.953,12,71.6611,13,113.4576,23,115.9219,15,100.9743,92,97.8163,54,0.8757729999999999,23,1314,27.72,59.88,4.19,12.47,16.69,26.69,14.06,25.69,15.56,12.03,7.31,4.78,20.31,0.49791249164996654,0.4457247828991316,70.52775,0.17057115816114934,1314,North Carolina,North Carolina,69.97399999999999,44,70.9425,18,107.9596,93,111.0116,58,97.8876,44,94.48899999999999,22,0.8645079999999999,26
31,40,Round of 64,1344.0,Providence,77,1314.0,North Carolina,79,B,1344,24.15,56.79,6.29,18.0,18.62,23.82,12.44,24.38,13.65,11.65,5.59,4.85,17.32,0.48063039267476665,0.41944004226096143,67.3145,0.17306820967250744,1344,Providence,Providence,64.9039,252,64.9211,251,109.0643,73,114.26700000000001,22,103.5057,139,100.631,92,0.811746,40,1314,27.72,59.88,4.19,12.47,16.69,26.69,14.06,25.69,15.56,12.03,7.31,4.78,20.31,0.49791249164996654,0.4457247828991316,70.52775,0.17057115816114934,1314,North Carolina,North Carolina,69.97399999999999,44,70.9425,18,107.9596,93,111.0116,58,97.8876,44,94.48899999999999,22,0.8645079999999999,26
32,45,Round of 64,1235.0,Iowa State,93,1300.0,North Carolina Central,75,A,1235,29.27,62.09,8.3,23.67,16.03,23.09,10.21,28.58,18.55,10.55,6.03,2.94,17.42,0.5382509260750523,0.37187952971492994,73.39775,0.14373737614572654,1235,Iowa St,Iowa St.,71.953,12,71.6611,13,113.4576,23,115.9219,15,100.9743,92,97.8163,54,0.8757729999999999,23,1300,23.9,52.61,5.03,15.45,19.39,26.71,11.45,23.16,14.1,11.39,7.68,3.84,20.1,0.5020908572514731,0.5076981562440601,65.23725,0.1745935029450199,1300,NC Central,North Carolina Central,64.286,280,64.2499,277,110.8021,50,107.4579,117,91.1503,9,99.0374,63,0.718779,78
33,24,Round of 32,1257.0,Louisville,66,1387.0,Saint Louis,51,A,1257,28.91,61.03,8.06,21.71,16.24,24.65,13.71,24.18,15.68,10.29,10.12,4.62,19.5,0.5397345567753563,0.4038997214484679,69.31875,0.14844468487963214,1257,Louisville,Louisville,69.1489,63,68.9392,58,118.6927,3,117.3621,10,88.0889,1,90.5955,6,0.951519,2,1387,24.29,54.65,5.71,17.84,15.77,22.19,9.94,25.74,14.1,12.61,7.39,4.23,17.29,0.4967063129002745,0.40603842634949683,67.86025000000001,0.18582307020678523,1387,St Louis,Saint Louis,67.358,132,67.1867,130,103.0281,208,104.6245,175,91.1002,7,91.2243,8,0.828659,34
34,57,Round of 64,1301.0,NC State,80,1387.0,Saint Louis,83,B,1301,26.26,57.26,4.47,14.76,13.79,20.85,11.94,22.38,12.94,10.41,4.76,3.97,18.71,0.4976423332169054,0.3641285365001747,65.63375,0.15860742377206846,1301,NC State,North Carolina St.,64.7835,258,66.0939,193,108.169,88,113.5673,28,106.2332,211,103.4021,144,0.7461840000000001,66,1387,24.29,54.65,5.71,17.84,15.77,22.19,9.94,25.74,14.1,12.61,7.39,4.23,17.29,0.4967063129002745,0.40603842634949683,67.86025000000001,0.18582307020678523,1387,St Louis,Saint Louis,67.358,132,67.1867,130,103.0281,208,104.6245,175,91.1002,7,91.2243,8,0.828659,34
35,61,Round of 64,1257.0,Louisville,71,1264.0,Manhattan,64,A,1257,28.91,61.03,8.06,21.71,16.24,24.65,13.71,24.18,15.68,10.29,10.12,4.62,19.5,0.5397345567753563,0.4038997214484679,69.31875,0.14844468487963214,1257,Louisville,Louisville,69.1489,63,68.9392,58,118.6927,3,117.3621,10,88.0889,1,90.5955,6,0.951519,2,1264,25.16,55.81,6.41,17.47,20.66,31.19,12.75,24.84,13.19,14.16,8.28,6.09,24.13,0.5082422504927433,0.558860419279699,72.03525,0.19657042906077232,1264,Manhattan,Manhattan,70.3644,35,69.5289,44,107.5398,103,106.0143,139,97.2794,34,96.6537,42,0.743275,67
36,10,Sweet Sixteen,1438.0,Virginia,59,1277.0,Michigan State,61,B,1438,23.06,50.97,5.5,15.09,14.32,21.59,10.91,24.65,13.09,10.21,5.32,3.97,16.06,0.5063762997841867,0.42358249950951543,60.52525,0.16868992693132207,1438,Virginia,Virginia,60.5011,346,60.9663,345,108.6714,80,113.9682,25,91.0974,6,89.4581,3,0.941844,4,1277,27.26,57.44,8.06,20.59,13.35,19.26,11.06,26.0,17.0,11.44,6.94,4.82,18.88,0.5447423398328691,0.3353064066852368,66.96849999999999,0.17082658264706543,1277,Michigan St,Michigan St.,66.067,200,65.6191,214,113.3864,24,117.2647,11,97.9993,45,96.5119,39,0.903769,10
